,emp_length,annual_inc,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,mths_since_last_major_derog,cr_line_yrs,cr_line_mths,cr_line_days,is_bad,emp_title,pymnt_plan,purpose_cat,zip_code,initial_list_status,home_ownership,verification_status,policy_code,addr_state
1398,9,22790.0,17.06,0.0,0.0,,,3.0,0.0,8043,29.2,21.0,0.0,1,1992.0,2.0,1.0,0,975,0,16,531,0,4,0,3,35
1399,1,85000.0,6.65,0.0,4.0,,,6.0,0.0,0,0.0,10.0,0.0,2,2001.0,11.0,1.0,0,5749,0,25,671,0,4,1,0,4
1400,1,60000.0,21.52,0.0,1.0,,,24.0,0.0,39010,34.2,51.0,0.0,1,1995.0,11.0,1.0,0,295,0,2,38,0,4,0,3,6
1401,4,70000.0,14.95,1.0,8.0,17.0,,8.0,0.0,0,0.0,19.0,0.0,2,2004.0,3.0,1.0,0,377,0,21,164,0,0,0,1,20
1402,2,75000.0,10.22,0.0,0.0,,,6.0,0.0,1258,41.9,10.0,0.0,3,2004.0,11.0,1.0,0,6560,0,12,158,0,4,0,1,7
1403,0,27000.0,13.56,0.0,1.0,,,14.0,0.0,991,2.3,28.0,0.0,1,1970.0,7.0,1.0,0,4639,0,8,349,0,0,0,0,34
1404,8,67450.0,17.26,0.0,1.0,,,8.0,0.0,5690,23.7,23.0,0.0,2,1995.0,12.0,1.0,0,6993,0,25,176,0,4,0,3,44
1405,1,86500.0,3.27,0.0,0.0,,,4.0,0.0,5482,57.7,6.0,0.0,2,1994.0,6.0,1.0,1,5750,0,6,162,0,3,1,2,20
1406,1,52800.0,16.57,0.0,1.0,,,7.0,0.0,1465,63.7,15.0,0.0,3,1999.0,11.0,1.0,1,4958,0,8,287,0,0,0,3,9
1407,1,115000.0,18.75,0.0,1.0,25.0,,9.0,0.0,33622,80.1,26.0,0.0,2,1996.0,12.0,1.0,0,6172,0,2,76,0,4,1,4,33
1408,10,127741.0,9.3,0.0,0.0,,,6.0,0.0,46124,15.3,14.0,0.0,1,1987.0,3.0,1.0,0,575,0,25,172,0,0,1,3,20
1409,2,88000.0,6.59,0.0,2.0,,,3.0,0.0,5741,88.3,4.0,0.0,3,2006.0,12.0,1.0,0,5292,0,4,35,0,4,2,2,6
1410,10,86000.0,28.23,0.0,1.0,,,12.0,0.0,18550,49.7,22.0,0.0,3,1991.0,7.0,1.0,0,4109,0,4,506,0,4,2,1,18
1411,4,80000.0,11.38,0.0,2.0,,,9.0,0.0,31724,90.4,33.0,0.0,3,1997.0,1.0,1.0,1,1120,0,22,155,0,0,1,0,8
1412,1,61200.0,14.75,0.0,3.0,,,11.0,0.0,9184,58.5,21.0,0.0,1,2002.0,9.0,1.0,0,1399,0,12,246,0,0,0,2,10
1413,0,18000.0,1.67,0.0,0.0,,,9.0,0.0,0,,10.0,0.0,1,2006.0,9.0,1.0,0,4639,0,4,340,0,4,1,0,34
1414,3,33000.0,18.22,0.0,0.0,,,4.0,0.0,5183,48.9,11.0,0.0,2,2001.0,8.0,1.0,0,4289,0,4,132,0,4,0,0,37
1415,1,65000.0,10.49,0.0,1.0,47.0,,7.0,0.0,4403,16.4,12.0,0.0,1,1979.0,5.0,1.0,0,1236,0,12,708,0,4,2,2,46
1416,5,275000.0,8.08,0.0,0.0,,,11.0,0.0,132519,74.4,33.0,0.0,3,1993.0,10.0,1.0,0,1085,0,21,148,0,0,1,2,37
1417,1,42000.0,10.83,0.0,1.0,24.0,,10.0,0.0,5485,76.2,30.0,0.0,3,1997.0,2.0,1.0,1,4639,0,21,691,0,4,0,0,11
1418,1,48000.0,7.3,2.0,3.0,7.0,86.0,25.0,1.0,6774,15.1,41.0,0.0,3,1995.0,12.0,1.0,0,3807,0,8,89,0,3,2,0,33
1419,4,37500.0,5.73,0.0,0.0,35.0,0.0,9.0,0.0,4760,60.3,12.0,0.0,2,1999.0,1.0,1.0,0,6307,0,4,651,0,4,0,3,4
1420,9,40000.0,16.38,0.0,0.0,,,3.0,0.0,17430,67.0,7.0,0.0,3,1989.0,9.0,1.0,0,6656,0,2,231,0,4,0,0,27
1421,10,48000.0,14.15,0.0,0.0,,,5.0,0.0,1896,39.5,12.0,0.0,2,1987.0,10.0,1.0,0,6361,0,4,558,0,4,2,0,42
1422,10,40000.0,23.1,0.0,1.0,,,5.0,0.0,7146,71.5,23.0,0.0,2,1992.0,7.0,1.0,0,2172,0,8,455,0,3,2,0,14
1423,1,93600.0,8.64,0.0,0.0,72.0,,10.0,0.0,67595,68.8,25.0,0.0,3,1985.0,4.0,1.0,0,1064,0,18,440,0,0,2,0,14
1424,2,25000.0,23.18,0.0,1.0,,,3.0,0.0,5135,31.5,28.0,0.0,1,1998.0,11.0,1.0,0,573,0,14,251,0,3,2,0,10
1425,1,48000.0,18.02,0.0,0.0,32.0,,12.0,0.0,4179,72.1,36.0,0.0,1,2000.0,11.0,1.0,0,4016,0,4,515,0,3,2,1,18
1426,1,70000.0,0.81,0.0,1.0,,,2.0,0.0,2289,45.8,3.0,0.0,3,2003.0,3.0,1.0,1,2359,0,25,635,0,4,2,3,4
1427,10,42000.0,11.77,0.0,0.0,,,11.0,0.0,12821,35.7,24.0,0.0,3,2004.0,5.0,1.0,0,3740,0,4,657,0,0,0,0,4
1428,0,24000.0,19.9,0.0,0.0,,,6.0,0.0,5814,58.1,18.0,0.0,2,1989.0,10.0,1.0,1,4639,0,4,373,0,4,1,1,22
1429,2,100000.0,7.6,0.0,8.0,,,11.0,0.0,32145,83.1,33.0,0.0,2,1995.0,10.0,1.0,0,3058,0,14,288,0,3,0,2,9
1430,3,50000.0,20.28,0.0,0.0,,,16.0,0.0,7800,61.9,35.0,0.0,3,2003.0,10.0,1.0,0,3857,0,4,545,0,4,1,4,42
1431,1,145000.0,13.94,0.0,1.0,,,7.0,0.0,26779,50.0,25.0,0.0,3,1996.0,11.0,1.0,0,2550,0,4,287,0,4,2,0,9
1432,1,50000.0,24.46,0.0,0.0,39.0,,11.0,0.0,16723,70.6,30.0,0.0,2,1992.0,5.0,1.0,0,3365,0,8,240,0,0,0,4,39
1433,1,95000.0,6.2,0.0,2.0,,,5.0,0.0,3100,20.0,6.0,0.0,3,2007.0,4.0,1.0,0,5316,0,18,12,0,4,2,1,19
1434,10,390000.0,15.68,0.0,3.0,,,14.0,0.0,23217,8.5,30.0,0.0,1,1984.0,4.0,1.0,0,6067,0,21,630,0,0,1,0,32
1435,5,60000.0,22.28,0.0,1.0,,,7.0,0.0,6261,48.9,9.0,0.0,1,2007.0,7.0,1.0,0,180,0,25,276,0,4,1,0,9
1436,6,70000.0,13.78,0.0,1.0,,,13.0,0.0,5529,36.1,16.0,0.0,3,2006.0,10.0,1.0,0,5122,0,2,695,0,4,2,0,36
1437,10,90000.0,17.91,0.0,0.0,,,21.0,0.0,41263,43.4,30.0,0.0,1,1987.0,7.0,1.0,0,340,0,2,607,0,0,1,2,43
1438,1,37000.0,18.26,0.0,0.0,,,6.0,0.0,3150,54.3,13.0,0.0,3,2005.0,9.0,1.0,0,7850,0,12,661,0,4,2,2,4
1439,5,54000.0,10.98,0.0,1.0,,,17.0,0.0,6612,34.4,33.0,0.0,2,1999.0,7.0,1.0,0,7009,0,4,34,0,0,1,4,6
1440,10,100000.0,18.54,0.0,1.0,,,8.0,0.0,26299,30.4,26.0,0.0,3,1989.0,7.0,1.0,0,3564,0,4,382,0,0,0,0,22
1441,4,42000.0,24.43,0.0,0.0,50.0,,9.0,0.0,973,24.5,19.0,0.0,2,2001.0,9.0,1.0,0,5246,0,4,69,0,4,0,0,33
1442,8,40000.0,22.83,0.0,0.0,,,14.0,0.0,12351,42.0,24.0,0.0,3,1997.0,9.0,1.0,1,5651,0,18,277,0,3,1,0,9
1443,2,32000.0,13.88,0.0,0.0,,,7.0,0.0,1790,6.0,13.0,0.0,1,1998.0,12.0,1.0,0,7707,0,8,579,0,0,0,2,42
1444,4,35004.0,21.32,0.0,3.0,,,6.0,0.0,3452,32.4,12.0,0.0,2,2007.0,10.0,1.0,0,839,0,4,396,0,0,0,4,47
1445,8,105500.0,18.14,0.0,0.0,55.0,,10.0,0.0,44469,80.6,23.0,0.0,3,1999.0,11.0,1.0,0,1411,0,4,44,0,4,2,1,30
1446,6,70000.0,7.9,0.0,1.0,,,7.0,0.0,14070,37.8,17.0,0.0,3,2000.0,4.0,1.0,0,5518,0,4,287,0,0,0,3,9
1447,4,63500.0,14.68,0.0,2.0,81.0,,21.0,0.0,17550,38.6,30.0,0.0,3,1995.0,8.0,1.0,1,3871,0,4,649,0,4,1,3,4
1448,1,45760.0,18.51,0.0,3.0,25.0,,5.0,0.0,0,0.0,10.0,0.0,2,2001.0,6.0,1.0,1,3319,0,21,535,0,0,0,2,35
1449,1,45000.0,5.76,1.0,1.0,21.0,,14.0,0.0,4178,24.3,19.0,0.0,1,2006.0,12.0,1.0,0,1965,0,4,531,0,4,2,4,35
1450,5,23000.0,18.89,0.0,1.0,,,9.0,0.0,7114,43.4,21.0,0.0,3,2005.0,2.0,1.0,0,1979,0,14,694,0,0,0,3,36
1451,8,32864.0,6.86,0.0,1.0,45.0,,10.0,0.0,2345,16.7,30.0,0.0,1,1994.0,5.0,1.0,0,4966,0,8,330,0,0,0,1,17
1452,5,85000.0,19.3,0.0,0.0,,,11.0,0.0,17618,47.7,15.0,0.0,3,2001.0,9.0,1.0,1,3465,0,5,614,0,0,1,4,3
1453,5,105600.0,5.78,0.0,1.0,74.0,,5.0,0.0,6040,92.9,16.0,0.0,1,1995.0,9.0,1.0,0,6304,0,4,512,0,0,2,2,18
1454,4,32000.0,9.71,0.0,1.0,,,8.0,0.0,195,0.5,30.0,0.0,1,1998.0,3.0,1.0,0,1347,0,4,542,0,0,0,1,42
1455,9,35004.0,17.45,0.0,1.0,,,5.0,0.0,13373,86.8,13.0,0.0,1,2003.0,3.0,1.0,0,6827,0,4,159,0,4,1,0,44
1456,5,45000.0,15.92,0.0,0.0,,,7.0,0.0,8647,43.7,17.0,0.0,2,1998.0,11.0,1.0,0,1670,0,4,695,0,4,2,3,36
1457,4,65000.0,12.55,0.0,0.0,,,10.0,0.0,116416,1.4,33.0,0.0,3,1991.0,1.0,1.0,1,153,0,18,372,0,0,0,1,22
1458,10,48000.0,21.95,0.0,0.0,27.0,,21.0,0.0,13100,69.3,26.0,0.0,2,1996.0,8.0,1.0,0,6996,0,4,706,0,4,1,1,46
1459,1,66000.0,13.6,0.0,0.0,45.0,,14.0,0.0,7019,47.4,38.0,0.0,1,1995.0,12.0,1.0,0,3283,0,4,76,0,4,0,2,33
1460,4,140000.0,11.53,0.0,0.0,,,9.0,0.0,9994,90.0,15.0,0.0,2,2004.0,6.0,1.0,0,6032,0,4,10,0,4,1,2,19
1461,4,31200.0,29.27,0.0,1.0,24.0,,3.0,0.0,885,8.1,27.0,0.0,3,2000.0,11.0,1.0,0,7001,0,12,5,0,4,0,1,19
1462,0,36000.0,12.93,0.0,2.0,,99.0,12.0,1.0,8649,55.2,22.0,0.0,1,1993.0,3.0,1.0,1,4639,0,12,353,0,0,1,2,34
1463,10,150000.0,17.84,0.0,1.0,36.0,,9.0,0.0,0,0.0,13.0,0.0,3,1987.0,2.0,1.0,0,639,0,25,275,0,0,2,1,9
1464,7,90000.0,8.93,0.0,1.0,,,10.0,0.0,126302,27.6,36.0,0.0,2,1993.0,5.0,1.0,1,5287,0,21,348,0,0,0,0,34
1465,5,87000.0,23.92,0.0,0.0,,,20.0,0.0,73194,60.3,52.0,0.0,1,1998.0,3.0,1.0,0,2550,0,4,463,0,0,1,2,24
1466,10,60000.0,16.76,0.0,0.0,,,14.0,0.0,75662,67.6,33.0,0.0,2,1991.0,2.0,1.0,0,5331,0,12,281,0,0,0,4,9
1467,0,21040.2,16.69,0.0,1.0,,,7.0,0.0,11545,58.6,18.0,0.0,1,1996.0,12.0,1.0,0,4639,0,4,655,0,4,1,3,4
1468,5,94000.0,4.6,0.0,1.0,33.0,,10.0,0.0,2935,42.7,41.0,0.0,2,1990.0,4.0,1.0,0,4357,0,4,64,0,4,1,2,33
1469,10,168000.0,4.92,1.0,2.0,13.0,,17.0,0.0,4361,8.4,46.0,0.0,3,1984.0,12.0,1.0,0,77,0,2,650,0,3,1,0,4
1470,1,15000.0,1.2,0.0,2.0,,,3.0,0.0,770,14.8,13.0,0.0,3,1987.0,10.0,1.0,0,938,0,21,247,0,4,2,2,10
1471,5,84996.0,12.01,0.0,1.0,78.0,,4.0,0.0,14605,40.7,23.0,0.0,2,1991.0,1.0,1.0,0,4860,0,4,436,0,0,0,3,14
1472,10,70500.0,12.15,0.0,0.0,29.0,,12.0,0.0,15135,72.4,22.0,0.0,3,1978.0,3.0,1.0,0,1450,0,18,636,0,4,0,0,4
1473,10,27442.02,24.75,0.0,0.0,,81.0,6.0,1.0,1763,41.0,14.0,0.0,2,2005.0,1.0,1.0,0,2235,0,12,348,0,0,0,4,34
1474,10,46394.0,13.76,0.0,0.0,,,8.0,0.0,18546,94.1,17.0,0.0,3,1997.0,3.0,1.0,0,1766,0,4,653,0,0,2,4,4
1475,0,45000.0,14.59,1.0,0.0,5.0,,9.0,0.0,16910,56.8,45.0,0.0,1,1975.0,3.0,1.0,0,4639,0,12,270,0,0,1,4,9
1476,3,65004.0,22.95,0.0,1.0,74.0,,15.0,0.0,17546,30.9,36.0,0.0,3,1990.0,7.0,1.0,0,1294,0,18,558,0,0,1,3,42
1477,4,54380.0,16.55,0.0,0.0,,,4.0,0.0,11935,49.7,10.0,0.0,1,2002.0,11.0,1.0,0,6014,0,2,652,0,4,1,4,4
1478,3,48000.0,1.98,0.0,3.0,,,6.0,0.0,5941,28.7,7.0,0.0,3,2004.0,6.0,1.0,0,4639,0,21,76,0,4,2,0,33
1479,9,69996.0,12.39,1.0,0.0,15.0,,15.0,0.0,19351,63.4,43.0,0.0,3,2069.0,8.0,1.0,0,1466,0,4,276,0,4,2,3,9
1480,8,60000.0,22.84,0.0,0.0,,,10.0,0.0,17192,62.3,21.0,0.0,3,2001.0,2.0,1.0,0,1492,0,4,687,0,0,1,1,4
1481,9,46000.0,16.33,1.0,1.0,16.0,,25.0,0.0,13592,25.7,36.0,0.0,2,1997.0,1.0,1.0,0,1239,0,2,645,0,3,1,3,4
1482,4,36662.0,19.64,0.0,0.0,,,10.0,0.0,17416,51.2,26.0,0.0,2,1989.0,11.0,1.0,0,4312,0,4,236,0,3,0,1,39
1483,2,48600.0,23.19,0.0,4.0,,,12.0,0.0,82058,61.5,25.0,0.0,2,1998.0,5.0,1.0,1,5431,0,18,246,0,3,0,4,10
1484,1,40000.0,15.75,0.0,0.0,,,3.0,0.0,1912,16.9,6.0,0.0,3,2006.0,11.0,1.0,0,2094,0,25,440,0,4,2,4,14
1485,2,85000.0,18.08,0.0,0.0,,,8.0,0.0,8619,55.6,11.0,0.0,2,2004.0,4.0,1.0,0,2462,0,4,561,0,4,0,3,42
1486,10,50400.0,20.98,0.0,3.0,73.0,,10.0,0.0,13404,89.4,20.0,0.0,2,2000.0,9.0,1.0,1,7315,0,4,238,0,0,1,1,39
1487,1,75000.0,3.42,0.0,3.0,25.0,74.0,3.0,1.0,296,74.0,9.0,0.0,3,1998.0,10.0,1.0,0,5951,0,16,590,0,4,0,0,5
1488,6,105000.0,9.57,0.0,1.0,,,6.0,0.0,8885,63.9,8.0,0.0,1,2005.0,4.0,1.0,0,91,0,4,12,0,4,0,1,19
1489,5,44500.0,10.65,0.0,2.0,,,9.0,0.0,289,4.4,14.0,0.0,3,2005.0,12.0,1.0,0,1754,0,21,275,0,4,2,4,9
1490,5,68500.0,24.4,0.0,1.0,,,9.0,0.0,19697,77.2,24.0,0.0,2,1996.0,1.0,1.0,0,385,0,2,250,0,0,1,4,10
1491,1,34000.0,1.52,1.0,1.0,17.0,,10.0,0.0,4699,28.8,15.0,0.0,2,2001.0,2.0,1.0,0,3118,0,14,248,0,0,0,1,10
1492,4,104000.0,20.55,0.0,0.0,,,10.0,0.0,50867,70.0,29.0,0.0,1,1994.0,1.0,1.0,0,533,0,4,409,0,3,1,3,47
1493,7,77000.0,24.58,0.0,1.0,,,8.0,0.0,12246,70.0,29.0,0.0,1,1998.0,6.0,1.0,0,786,0,4,386,0,0,0,4,22
1494,9,49000.0,18.59,0.0,0.0,,,11.0,0.0,4692,35.3,37.0,0.0,3,1995.0,1.0,1.0,0,1489,0,2,542,0,0,0,2,42
1495,10,67000.0,18.84,0.0,1.0,,,7.0,0.0,47133,24.5,29.0,0.0,1,1997.0,12.0,1.0,0,4468,0,4,62,0,0,1,4,30
1496,10,40800.0,4.09,1.0,0.0,18.0,,6.0,0.0,1387,15.2,15.0,0.0,3,2000.0,7.0,1.0,0,845,0,2,412,0,0,0,1,23
1497,4,42000.0,3.43,0.0,0.0,,,6.0,0.0,8027,13.4,22.0,0.0,2,1987.0,2.0,1.0,0,1795,0,0,293,0,0,0,2,1
1498,6,78000.0,10.52,0.0,2.0,31.0,94.0,4.0,1.0,0,0.0,17.0,0.0,3,1997.0,5.0,1.0,0,4367,0,2,657,0,0,1,1,4
1499,10,22800.0,17.16,0.0,0.0,,,9.0,0.0,10976,45.9,19.0,0.0,1,1988.0,7.0,1.0,0,7618,0,4,288,0,4,0,3,9
1500,4,24000.0,0.0,0.0,2.0,34.0,,2.0,0.0,0,0.0,13.0,0.0,1,1999.0,8.0,1.0,0,1191,0,18,456,0,0,0,4,14
1501,3,65000.0,13.31,0.0,2.0,,,8.0,0.0,9993,27.6,14.0,0.0,3,2002.0,10.0,1.0,0,6567,0,4,91,0,0,0,2,33
1502,2,40000.0,19.86,0.0,2.0,,,9.0,0.0,9777,72.4,37.0,0.0,2,2000.0,2.0,1.0,0,5113,0,2,635,0,4,2,4,4
1503,0,69600.0,9.02,0.0,3.0,30.0,,3.0,0.0,0,0.0,18.0,0.0,2,1998.0,12.0,1.0,0,4639,0,8,230,0,0,2,4,27
1504,1,47000.0,1.94,0.0,0.0,,,2.0,0.0,2689,51.7,4.0,0.0,1,2006.0,4.0,1.0,0,7541,0,4,158,0,4,0,0,7
1505,10,115000.0,22.82,0.0,0.0,79.0,,9.0,0.0,40032,97.6,34.0,0.0,1,1999.0,8.0,1.0,0,661,0,2,243,0,0,1,2,39
1506,1,54000.0,18.13,0.0,2.0,,,8.0,0.0,7699,71.3,15.0,0.0,2,2004.0,12.0,1.0,0,7461,0,21,714,0,4,2,0,46
1507,5,61500.0,15.4,0.0,0.0,,,8.0,0.0,3051,9.4,25.0,0.0,3,1997.0,11.0,1.0,1,5636,0,21,286,0,0,1,3,9
1508,9,90231.0,24.12,0.0,1.0,,,19.0,0.0,124422,72.0,50.0,0.0,3,1992.0,10.0,1.0,0,3217,0,4,477,0,0,2,0,24
1509,6,51000.0,20.59,1.0,2.0,8.0,49.0,10.0,1.0,8741,79.0,23.0,0.0,2,2000.0,12.0,1.0,0,6379,0,4,709,0,0,1,4,46
1510,1,85000.0,1.5,0.0,0.0,,,10.0,0.0,4658,10.7,14.0,0.0,3,1996.0,8.0,1.0,0,2372,0,2,558,0,4,1,3,42
1511,3,61360.0,10.21,0.0,0.0,,,16.0,0.0,6775,22.0,28.0,0.0,3,2000.0,10.0,1.0,0,157,0,4,268,0,3,0,4,9
1512,10,56000.0,20.57,0.0,2.0,,,10.0,0.0,8308,90.3,35.0,0.0,3,1988.0,10.0,1.0,0,7045,0,8,246,0,0,0,0,10
1513,5,82000.0,11.09,0.0,1.0,,,6.0,0.0,13799,87.9,27.0,0.0,1,1994.0,4.0,1.0,0,5800,0,4,76,0,4,2,2,33
1514,5,43000.0,22.55,0.0,2.0,,,17.0,0.0,11967,84.9,18.0,0.0,1,2004.0,6.0,1.0,0,7798,0,4,376,0,4,0,4,22
1515,0,38400.0,5.84,0.0,0.0,50.0,,6.0,0.0,5444,19.8,10.0,0.0,1,1976.0,4.0,1.0,0,4639,0,12,187,0,0,0,0,44
1516,10,55000.0,6.81,0.0,0.0,,,5.0,0.0,8682,52.9,15.0,0.0,3,1983.0,10.0,1.0,1,5957,0,9,623,0,0,2,2,31
1517,1,24000.0,5.0,0.0,4.0,0.0,0.0,13.0,0.0,4698,27.6,15.0,0.0,2,2002.0,6.0,1.0,0,6939,0,18,73,0,4,0,3,33
1518,5,40000.0,12.48,0.0,1.0,37.0,,12.0,0.0,3133,16.3,26.0,0.0,2,1998.0,3.0,1.0,1,4564,0,4,161,0,0,2,0,20
1519,2,40000.0,19.47,0.0,2.0,,,9.0,0.0,6640,61.1,10.0,0.0,3,2000.0,10.0,1.0,0,1790,0,25,161,0,4,0,4,20
1520,2,27000.0,22.44,0.0,2.0,,,5.0,0.0,3961,40.4,10.0,0.0,1,1994.0,8.0,1.0,1,7424,0,12,44,0,4,1,1,30
1521,1,4800.0,22.5,0.0,4.0,,,2.0,0.0,36,3.6,5.0,0.0,2,2003.0,8.0,1.0,0,7311,0,18,638,0,4,0,4,4
1522,1,55000.0,2.38,0.0,0.0,,,4.0,0.0,491,98.2,15.0,0.0,1,1996.0,12.0,1.0,0,4639,0,21,76,0,4,0,1,33
1523,10,65000.0,19.44,0.0,7.0,,115.0,14.0,1.0,51322,44.2,26.0,0.0,1,1989.0,7.0,1.0,0,7433,0,21,441,0,0,1,2,14
1524,5,26000.0,5.68,0.0,0.0,,30.0,5.0,1.0,6048,30.4,17.0,0.0,1,1998.0,12.0,1.0,0,292,0,4,165,0,4,1,2,20
1525,8,46525.0,13.49,0.0,3.0,,,14.0,0.0,7242,43.9,19.0,0.0,2,2006.0,1.0,1.0,1,3250,0,4,629,0,0,0,4,32
1526,7,300000.0,18.17,0.0,1.0,,,19.0,0.0,8990,10.5,38.0,0.0,2,1991.0,9.0,1.0,1,4857,0,8,344,0,0,1,0,34
1527,10,74326.08,23.07,1.0,0.0,15.0,,6.0,0.0,11694,90.0,12.0,0.0,2,1995.0,12.0,1.0,1,7315,0,18,554,0,0,1,0,42
1528,2,77000.0,19.39,1.0,2.0,7.0,,21.0,0.0,18198,44.3,33.0,0.0,1,1998.0,10.0,1.0,0,4067,0,4,442,0,0,0,1,14
1529,0,54000.0,3.31,0.0,0.0,54.0,,13.0,0.0,4695,11.7,37.0,0.0,2,1976.0,5.0,1.0,0,4639,0,4,157,0,3,0,4,8
1530,3,120000.0,17.33,0.0,0.0,,,15.0,0.0,47136,79.2,30.0,0.0,1,1990.0,10.0,1.0,0,5044,0,4,549,0,0,1,1,42
1531,5,128000.0,14.31,0.0,0.0,,,14.0,0.0,167381,0.0,33.0,0.0,1,1991.0,7.0,1.0,0,246,0,6,680,0,0,0,2,4
1532,1,86807.0,13.34,0.0,0.0,,,12.0,0.0,39299,54.3,40.0,0.0,1,1990.0,2.0,1.0,1,3025,0,18,661,0,0,0,2,4
1533,10,100000.0,6.88,0.0,1.0,,,8.0,0.0,21128,89.1,18.0,0.0,1,1986.0,12.0,1.0,0,7306,0,4,18,0,0,1,1,38
1534,1,28000.0,19.46,0.0,1.0,,,6.0,0.0,15151,46.5,15.0,0.0,2,2004.0,10.0,1.0,0,6874,0,4,284,0,4,2,1,9
1535,5,46500.0,23.9,0.0,0.0,,,9.0,0.0,8201,23.8,18.0,0.0,3,2001.0,7.0,1.0,0,1270,0,4,640,0,4,2,0,4
1536,4,87000.0,10.86,0.0,3.0,29.0,,12.0,0.0,14679,86.3,19.0,0.0,2,1994.0,10.0,1.0,0,1707,0,2,548,0,0,0,1,42
1537,1,21600.0,21.56,0.0,1.0,,,8.0,0.0,8323,64.0,15.0,0.0,2,2001.0,12.0,1.0,1,4222,0,5,284,0,4,2,1,9
1538,10,55000.0,7.59,0.0,0.0,,,9.0,0.0,15668,32.6,24.0,0.0,1,1985.0,6.0,1.0,0,4165,0,14,544,0,0,1,1,42
1539,9,48000.0,12.05,0.0,2.0,,,4.0,0.0,12807,51.2,13.0,0.0,2,2000.0,1.0,1.0,0,4439,0,18,445,0,4,0,4,14
1540,4,37500.0,17.47,0.0,1.0,,,6.0,0.0,4219,65.9,14.0,0.0,1,2000.0,9.0,1.0,0,4940,0,4,629,0,0,1,3,32
1541,2,40000.0,12.54,0.0,0.0,,,9.0,0.0,15371,64.0,16.0,0.0,1,2000.0,11.0,1.0,0,6131,0,4,64,0,4,1,2,33
1542,5,94000.0,17.8,0.0,2.0,,,16.0,0.0,11605,31.7,28.0,0.0,3,1999.0,3.0,1.0,0,198,0,21,655,0,0,1,1,4
1543,5,52000.0,18.25,1.0,0.0,23.0,,12.0,0.0,14434,67.4,28.0,0.0,2,1978.0,8.0,1.0,1,4538,0,4,5,0,0,2,2,19
1544,10,57000.0,9.62,0.0,0.0,,,7.0,0.0,57033,29.8,27.0,0.0,2,1992.0,12.0,1.0,0,7835,0,18,109,0,3,1,3,33
1545,2,120000.0,13.42,0.0,1.0,,,8.0,0.0,10793,70.5,27.0,0.0,1,1999.0,8.0,1.0,0,6985,0,4,561,0,0,0,1,42
1546,7,52000.0,8.98,0.0,1.0,,,5.0,0.0,5896,78.6,19.0,0.0,3,1994.0,1.0,1.0,0,6997,0,4,473,0,0,0,3,24
1547,1,55000.0,16.04,0.0,0.0,,,7.0,0.0,8108,49.0,11.0,0.0,2,2004.0,6.0,1.0,0,12,0,4,636,0,4,1,2,4
1548,1,38832.0,16.41,0.0,1.0,,,5.0,0.0,6006,69.0,14.0,0.0,3,1996.0,12.0,1.0,0,1050,0,4,623,0,4,2,3,31
1549,10,89000.0,9.96,0.0,1.0,33.0,,7.0,0.0,9740,53.8,15.0,0.0,1,1988.0,6.0,1.0,0,7281,0,4,26,0,0,0,4,29
1550,3,70000.0,18.99,0.0,1.0,63.0,,14.0,0.0,18772,68.0,37.0,0.0,3,2000.0,8.0,1.0,0,3034,0,4,166,0,4,1,0,20
1551,10,102000.0,15.39,1.0,0.0,14.0,,21.0,0.0,24385,48.5,42.0,0.0,2,1982.0,10.0,1.0,0,7193,0,4,67,0,3,1,1,33
1552,10,80000.0,14.76,0.0,0.0,,,8.0,0.0,16537,83.5,25.0,0.0,2,1998.0,11.0,1.0,0,7455,0,4,64,0,4,1,0,33
1553,3,42996.0,16.83,3.0,1.0,8.0,,4.0,0.0,0,0.0,13.0,0.0,2,1995.0,11.0,1.0,0,4452,0,18,34,0,4,2,1,6
1554,6,95040.0,7.03,0.0,5.0,64.0,,2.0,0.0,463,92.6,7.0,0.0,3,1992.0,10.0,1.0,0,3106,0,4,549,0,4,2,4,42
1555,3,57408.0,23.12,0.0,1.0,,,13.0,0.0,28241,48.2,39.0,0.0,3,1993.0,8.0,1.0,0,4688,0,4,267,0,0,1,1,9
1556,1,47004.0,9.32,0.0,1.0,67.0,,7.0,0.0,3489,42.5,20.0,0.0,3,1996.0,11.0,1.0,0,4951,0,2,64,0,4,2,3,33
1557,5,35000.0,22.01,0.0,0.0,,,14.0,0.0,13433,77.6,21.0,0.0,1,1998.0,2.0,1.0,0,3849,0,12,276,0,4,2,3,9
1558,3,62000.0,1.99,0.0,0.0,57.0,,6.0,0.0,2461,39.1,16.0,0.0,1,2001.0,3.0,1.0,0,4729,0,10,680,0,4,1,2,4
1559,8,54000.0,20.6,0.0,0.0,,,9.0,0.0,5388,26.9,24.0,0.0,1,1997.0,9.0,1.0,0,3094,0,18,246,0,0,1,3,10
1560,1,65000.0,6.76,0.0,0.0,,,11.0,0.0,11320,92.0,32.0,0.0,2,2002.0,2.0,1.0,0,5583,0,4,582,0,0,2,2,5
1561,2,51000.0,10.54,0.0,0.0,44.0,,6.0,0.0,6342,64.7,17.0,0.0,1,1996.0,11.0,1.0,0,6499,0,4,202,0,4,2,0,48
