,emp_length,annual_inc,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,mths_since_last_major_derog,cr_line_yrs,cr_line_mths,cr_line_days,is_bad,purpose_cat,emp_title,policy_code,zip_code,home_ownership,initial_list_status,addr_state,verification_status,pymnt_plan
2787,10,63000.0,11.58,1.0,1.0,14.0,,15.0,0.0,33020,37.2,38.0,0.0,1,1982.0,1.0,1.0,0,2,7705,2,694,0,0,36,1,0
2788,5,60000.0,2.14,0.0,5.0,35.0,,12.0,0.0,4213,7.0,40.0,0.0,3,1999.0,8.0,1.0,0,4,6028,4,442,0,0,14,2,0
2789,10,109500.0,15.88,0.0,2.0,,,17.0,0.0,28155,75.3,67.0,0.0,2,1994.0,3.0,1.0,0,4,870,4,473,0,0,24,1,0
2790,7,51063.0,15.06,1.0,1.0,20.0,,11.0,0.0,19469,84.8,31.0,0.0,2,1983.0,11.0,1.0,1,4,5956,4,679,4,0,4,0,0
2791,2,36000.0,12.53,0.0,1.0,,,5.0,0.0,3403,87.3,20.0,0.0,1,1987.0,6.0,1.0,0,0,3211,3,239,0,0,39,2,0
2792,10,41000.0,11.8,0.0,2.0,,,9.0,0.0,11095,57.2,12.0,0.0,3,2005.0,7.0,1.0,0,2,6113,1,326,4,0,17,0,0
2793,7,75600.0,11.71,0.0,2.0,,,5.0,0.0,10596,78.5,15.0,0.0,1,1995.0,12.0,1.0,0,8,4639,3,192,0,0,44,1,0
2794,3,70000.0,6.6,1.0,0.0,3.0,,11.0,0.0,18438,29.0,30.0,0.0,2,1990.0,11.0,1.0,0,4,6833,1,149,0,0,37,2,0
2795,2,60000.0,19.52,0.0,1.0,,,9.0,0.0,26959,86.1,25.0,0.0,1,1995.0,6.0,1.0,0,2,6275,0,279,0,0,9,0,0
2796,3,85000.0,11.72,0.0,1.0,,,6.0,0.0,15933,36.2,28.0,0.0,3,1995.0,1.0,1.0,0,2,6005,4,18,0,0,38,0,0
2797,3,36000.0,1.1,1.0,0.0,22.0,,9.0,0.0,776,3.1,18.0,0.0,2,1998.0,8.0,1.0,0,8,7661,4,360,4,0,34,2,0
2798,1,150000.0,6.14,0.0,1.0,,,14.0,0.0,13455,20.6,23.0,0.0,1,1986.0,3.0,1.0,0,2,2713,3,246,0,0,10,0,0
2799,5,68670.0,11.46,0.0,1.0,74.0,,11.0,0.0,8337,32.1,23.0,0.0,3,1998.0,12.0,1.0,0,4,6584,4,688,0,0,4,1,0
2800,10,48000.0,21.75,0.0,3.0,56.0,,9.0,0.0,15354,47.8,46.0,0.0,1,1992.0,12.0,1.0,0,4,2690,2,37,0,0,6,0,0
2801,10,150000.0,8.1,0.0,3.0,72.0,,15.0,0.0,10890,15.2,38.0,0.0,3,1983.0,12.0,1.0,0,8,7181,3,436,0,0,14,2,0
2802,1,36000.0,11.73,1.0,1.0,8.0,,7.0,0.0,5527,27.5,11.0,0.0,2,1994.0,12.0,1.0,0,0,7538,2,635,4,0,4,2,0
2803,3,49600.0,27.7,0.0,5.0,0.0,0.0,6.0,0.0,27750,66.5,10.0,0.0,2,2002.0,10.0,1.0,0,4,7315,0,175,4,0,44,0,0
2804,4,113000.0,5.6,0.0,0.0,,,6.0,0.0,3010,7.5,9.0,0.0,3,2004.0,4.0,1.0,0,25,5607,4,542,4,0,42,2,0
2805,8,96000.0,10.45,0.0,0.0,,,7.0,0.0,19069,96.3,8.0,0.0,2,1999.0,1.0,1.0,0,12,4639,2,581,3,0,42,0,0
2806,3,34800.0,20.41,0.0,0.0,37.0,,8.0,0.0,239,9.2,11.0,0.0,1,2002.0,11.0,1.0,0,21,6323,1,571,0,0,42,0,0
2807,9,52559.0,13.11,0.0,1.0,0.0,0.0,8.0,0.0,16194,39.8,12.0,0.0,1,1996.0,12.0,1.0,0,4,5787,4,109,4,0,33,0,0
2808,1,150000.0,13.62,0.0,0.0,,,10.0,0.0,3710,6.6,22.0,0.0,3,1998.0,4.0,1.0,1,4,7073,3,638,0,0,4,1,0
2809,1,42000.0,5.49,2.0,3.0,3.0,,15.0,0.0,398,1.2,36.0,0.0,3,1972.0,1.0,1.0,1,8,5717,2,582,0,0,5,0,0
2810,1,95000.0,15.47,0.0,0.0,,,10.0,0.0,14734,69.1,17.0,0.0,1,2000.0,8.0,1.0,0,6,340,2,671,4,0,4,0,0
2811,9,48000.0,26.63,0.0,2.0,,,14.0,0.0,7213,27.7,25.0,0.0,3,2004.0,3.0,1.0,1,4,3746,2,68,3,0,33,2,0
2812,6,54000.0,17.38,0.0,0.0,36.0,,5.0,0.0,0,17.67,24.0,0.0,1,2001.0,9.0,1.0,0,8,3857,4,545,0,0,42,1,0
2813,0,33600.0,18.11,0.0,3.0,47.0,,3.0,0.0,5661,59.0,14.0,0.0,3,1992.0,2.0,1.0,0,4,4639,2,487,0,0,16,0,0
2814,0,9600.0,14.75,0.0,1.0,40.0,,3.0,0.0,315,24.2,4.0,0.0,2,2002.0,10.0,1.0,0,16,4639,2,558,4,0,42,1,0
2815,6,156000.0,15.54,0.0,3.0,35.0,,16.0,0.0,1679,18.9,18.0,0.0,3,1991.0,7.0,1.0,0,8,4639,2,267,0,0,9,1,0
2816,2,70000.0,15.14,0.0,2.0,,,8.0,0.0,0,0.0,25.0,0.0,2,1999.0,12.0,1.0,0,18,5554,1,41,0,0,6,0,0
2817,1,120000.0,14.25,0.0,3.0,76.0,,9.0,0.0,4100,75.9,19.0,0.0,2,1999.0,7.0,1.0,0,4,98,1,671,4,0,4,2,0
2818,10,43200.0,23.67,0.0,1.0,,,4.0,0.0,16319,75.2,7.0,0.0,3,1999.0,12.0,1.0,0,4,5016,2,229,4,0,27,0,0
2819,1,15000.0,11.52,0.0,0.0,0.0,0.0,8.0,0.0,3570,72.4,9.0,,1,2004.0,10.0,1.0,0,4,925,1,10,4,0,19,0,0
2820,7,78000.0,18.6,0.0,6.0,,,8.0,0.0,13482,65.5,21.0,0.0,2,1976.0,2.0,1.0,0,2,3293,0,349,0,0,34,2,0
2821,0,80000.0,16.63,0.0,1.0,,,17.0,0.0,35348,51.8,39.0,0.0,3,1981.0,2.0,1.0,0,18,4639,2,190,0,0,9,0,0
2822,1,50004.0,24.07,1.0,3.0,16.0,,4.0,0.0,4305,56.6,16.0,0.0,2,2000.0,11.0,1.0,1,13,2769,4,126,4,0,37,1,0
2823,3,20000.0,18.48,0.0,0.0,,,3.0,0.0,12955,86.9,6.0,0.0,3,2005.0,9.0,1.0,0,21,5936,4,671,4,0,4,0,0
2824,10,95000.0,10.99,1.0,0.0,4.0,,18.0,0.0,24209,23.9,31.0,0.0,3,1988.0,5.0,1.0,0,4,1016,4,62,0,0,30,1,0
2825,0,36000.0,12.6,0.0,0.0,,,12.0,0.0,5663,37.0,21.0,0.0,3,2004.0,2.0,1.0,0,4,4639,4,650,4,0,4,0,0
2826,2,43000.0,4.6,0.0,0.0,,,4.0,0.0,5019,46.9,4.0,0.0,2,2004.0,9.0,1.0,0,0,493,2,523,3,0,2,1,0
2827,5,90000.0,1.65,0.0,1.0,,,6.0,0.0,6623,25.6,16.0,0.0,3,1995.0,2.0,1.0,0,18,4264,4,674,0,0,4,0,0
2828,10,36000.0,29.4,0.0,1.0,,,12.0,0.0,503,5.9,20.0,0.0,2,2004.0,11.0,1.0,0,21,5915,0,608,0,0,43,1,0
2829,4,43932.0,15.38,0.0,2.0,41.0,,5.0,0.0,1709,61.0,10.0,0.0,1,2004.0,5.0,1.0,0,4,7315,3,100,4,0,33,2,0
2830,10,54600.0,14.0,0.0,0.0,,,7.0,0.0,12007,94.5,23.0,0.0,1,2000.0,2.0,1.0,1,2,3566,0,521,0,0,2,2,0
2831,10,25000.0,17.23,0.0,2.0,,,9.0,0.0,8625,28.3,30.0,0.0,3,1998.0,9.0,1.0,0,2,4637,0,293,3,0,1,0,0
2832,3,47000.0,16.09,0.0,6.0,26.0,,20.0,0.0,11005,37.2,43.0,0.0,3,1999.0,5.0,1.0,0,4,4879,2,323,2,0,17,0,0
2833,3,46500.0,19.9,0.0,0.0,,,3.0,0.0,0,49.69,14.0,0.0,1,2002.0,8.0,1.0,0,4,1362,4,559,4,0,42,0,0
2834,7,48000.0,13.1,0.0,0.0,31.0,,11.0,0.0,2374,37.6,17.0,0.0,1,1999.0,12.0,1.0,0,4,3682,1,109,4,0,33,2,0
2835,5,205752.0,23.46,0.0,0.0,,,22.0,0.0,508961,91.7,45.0,0.0,1,1971.0,6.0,1.0,0,18,7386,2,159,0,0,44,1,0
2836,2,250000.0,7.36,0.0,1.0,62.0,,24.0,0.0,7053,22.0,52.0,0.0,1,1997.0,12.0,1.0,0,21,3443,0,542,0,0,42,2,0
2837,8,45000.0,5.44,0.0,0.0,,,9.0,0.0,8611,87.6,14.0,0.0,3,1992.0,6.0,1.0,0,2,4639,2,584,4,0,5,0,0
2838,1,130000.0,2.23,0.0,0.0,,,7.0,0.0,0,0.0,22.0,0.0,3,1999.0,11.0,1.0,0,4,2456,3,14,4,0,19,2,0
2839,8,40000.0,21.66,0.0,0.0,33.0,,16.0,0.0,11998,48.2,23.0,0.0,3,1998.0,2.0,1.0,0,4,1710,0,276,0,0,9,0,0
2840,1,55900.0,11.51,0.0,2.0,0.0,0.0,9.0,0.0,20380,48.1,26.0,0.0,1,1990.0,10.0,1.0,0,4,1430,3,247,0,0,10,0,0
2841,10,158000.0,16.42,0.0,0.0,,,17.0,0.0,77324,75.9,33.0,0.0,1,1988.0,11.0,1.0,0,4,7347,3,115,0,0,37,1,0
2842,1,50000.0,16.44,0.0,1.0,,,11.0,0.0,14335,29.3,25.0,0.0,3,2000.0,1.0,1.0,0,4,5924,0,658,4,0,4,0,0
2843,8,36000.0,24.03,0.0,0.0,,,7.0,0.0,15649,83.7,23.0,0.0,3,1996.0,12.0,1.0,0,8,2254,0,396,0,0,47,1,0
2844,10,140000.0,15.99,0.0,1.0,,,7.0,0.0,62782,90.9,20.0,0.0,3,1984.0,5.0,1.0,0,8,2626,0,251,0,0,10,1,0
2845,4,95004.0,10.34,0.0,2.0,,,12.0,0.0,10096,36.0,17.0,0.0,2,1976.0,4.0,1.0,0,4,7643,0,660,0,0,4,2,0
2846,3,57750.0,13.32,0.0,3.0,,,13.0,0.0,7433,38.1,35.0,0.0,3,2003.0,10.0,1.0,0,4,7149,4,229,4,0,27,0,0
2847,1,124000.0,7.7,0.0,2.0,,,9.0,0.0,23897,65.5,27.0,0.0,3,2001.0,7.0,1.0,0,10,7360,1,660,4,0,4,2,0
2848,10,43000.0,16.94,0.0,2.0,47.0,,13.0,0.0,3588,11.5,24.0,0.0,2,1998.0,4.0,1.0,1,21,7476,1,437,0,0,14,2,0
2849,7,150000.0,25.47,0.0,7.0,,,20.0,0.0,152189,66.3,51.0,0.0,2,1989.0,8.0,1.0,0,4,634,0,373,0,0,22,0,0
2850,3,35000.0,0.0,0.0,1.0,36.0,,2.0,0.0,0,0.0,15.0,0.0,1,1998.0,6.0,1.0,0,25,1631,0,61,4,0,30,1,0
2851,2,40000.0,15.6,0.0,4.0,,,8.0,0.0,8690,84.4,17.0,0.0,2,2003.0,10.0,1.0,0,4,2649,3,246,0,0,10,0,0
2852,3,110000.0,4.48,0.0,0.0,,,4.0,0.0,21438,62.0,9.0,0.0,3,1994.0,8.0,1.0,0,2,5464,0,64,4,0,33,2,0
2853,5,58000.0,21.41,0.0,1.0,26.0,,15.0,0.0,4332,57.0,47.0,0.0,3,1997.0,4.0,1.0,1,0,897,1,77,4,0,33,1,0
2854,1,37000.0,21.15,0.0,0.0,,,11.0,0.0,4264,54.7,18.0,0.0,1,2000.0,10.0,1.0,0,4,3426,2,104,4,0,33,0,0
2855,10,128000.0,5.75,0.0,1.0,,,7.0,0.0,83171,28.2,16.0,0.0,3,2003.0,3.0,1.0,0,18,5428,4,665,0,0,4,0,0
2856,8,60000.0,21.6,2.0,0.0,5.0,,8.0,0.0,6729,54.3,30.0,0.0,2,1996.0,8.0,1.0,0,18,2811,0,715,0,0,46,2,0
2857,10,55000.0,23.08,0.0,0.0,,,7.0,0.0,24373,93.0,11.0,0.0,1,1991.0,9.0,1.0,0,4,7455,1,635,4,0,4,1,0
2858,3,80000.0,15.6,0.0,0.0,,,4.0,0.0,11184,93.2,8.0,0.0,1,2006.0,7.0,1.0,0,25,557,3,159,4,0,44,0,0
2859,10,129996.0,14.66,0.0,0.0,,,8.0,0.0,35377,26.5,21.0,0.0,2,1991.0,12.0,1.0,0,2,6161,3,653,4,0,4,1,0
2860,5,71000.0,11.97,0.0,2.0,,,4.0,0.0,6681,77.7,11.0,0.0,1,1998.0,12.0,1.0,0,4,68,4,174,4,0,44,2,0
2861,10,35000.0,4.39,0.0,0.0,,,3.0,0.0,2731,60.7,4.0,0.0,2,2002.0,10.0,1.0,1,23,2431,4,9,4,0,19,0,0
2862,4,42100.0,21.04,0.0,3.0,71.0,,9.0,0.0,13073,55.9,16.0,0.0,3,2000.0,3.0,1.0,1,4,6664,1,590,4,0,5,0,0
2863,10,50100.0,12.86,0.0,1.0,57.0,,4.0,0.0,3339,16.9,11.0,0.0,2,1974.0,6.0,1.0,0,18,1131,2,106,4,0,33,0,0
2864,8,86004.0,23.29,0.0,1.0,,,11.0,0.0,17594,80.0,63.0,0.0,1,1996.0,10.0,1.0,0,18,6002,4,229,3,0,27,0,0
2865,5,72000.0,19.33,0.0,0.0,,,15.0,0.0,18519,21.2,34.0,0.0,3,1998.0,12.0,1.0,0,4,2230,1,306,0,0,1,0,0
2866,6,63600.0,29.36,0.0,4.0,,,10.0,0.0,13049,27.3,37.0,0.0,3,1999.0,10.0,1.0,0,4,5323,2,81,4,0,33,1,0
2867,10,40000.0,20.76,0.0,1.0,,,5.0,0.0,1503,28.4,18.0,0.0,1,1995.0,4.0,1.0,1,23,5356,2,660,4,0,4,0,0
2868,4,20800.0,18.87,1.0,1.0,17.0,,4.0,0.0,8106,48.5,5.0,0.0,3,1992.0,10.0,1.0,0,0,3843,3,185,4,0,44,2,0
2869,9,100000.0,23.02,0.0,0.0,81.0,,17.0,0.0,62745,69.6,50.0,0.0,1,1983.0,10.0,1.0,0,12,2353,0,402,0,0,47,1,0
2870,5,60000.0,6.5,0.0,0.0,,,7.0,0.0,6939,60.3,11.0,0.0,1,2004.0,12.0,1.0,0,4,6940,2,629,4,0,32,0,0
2871,1,48000.0,2.75,0.0,3.0,39.0,,11.0,0.0,615,3.4,20.0,0.0,3,2005.0,9.0,1.0,1,15,1152,4,230,4,0,27,0,0
2872,3,24996.0,9.55,0.0,0.0,,,7.0,0.0,7891,56.0,7.0,0.0,3,2007.0,3.0,1.0,0,4,7063,0,62,3,0,30,0,0
2873,0,27919.2,23.77,0.0,0.0,72.0,,9.0,0.0,5739,72.8,16.0,0.0,2,1987.0,10.0,1.0,0,18,4639,3,641,4,0,4,0,0
2874,3,36500.0,24.1,0.0,1.0,,,7.0,0.0,19174,65.0,18.0,0.0,1,2000.0,10.0,1.0,0,4,537,0,163,4,0,20,0,0
2875,7,59000.0,16.7,0.0,3.0,,,5.0,0.0,667,3.6,24.0,0.0,1,1996.0,11.0,1.0,0,4,6506,3,473,0,0,24,1,0
2876,1,61000.0,0.2,0.0,0.0,,,4.0,0.0,0,0.0,9.0,0.0,3,1996.0,11.0,1.0,0,8,7138,2,675,0,0,4,1,0
2877,0,18000.0,9.67,0.0,1.0,,86.0,7.0,1.0,5515,66.4,10.0,0.0,3,1989.0,3.0,1.0,0,18,4639,2,109,4,0,33,0,0
2878,10,159960.0,2.4,0.0,0.0,28.0,,6.0,0.0,2192,14.6,17.0,0.0,2,1980.0,6.0,1.0,0,4,4174,4,560,0,0,42,2,0
2879,1,76900.0,27.43,0.0,0.0,42.0,,13.0,0.0,7125,33.9,33.0,0.0,1,1994.0,2.0,1.0,0,2,5787,4,109,4,0,33,1,0
2880,2,120000.0,14.09,1.0,0.0,2.0,0.0,16.0,0.0,1100,6.0,20.0,,3,2004.0,6.0,1.0,0,2,5909,3,246,0,0,10,0,0
2881,2,78420.0,4.13,0.0,2.0,37.0,,12.0,0.0,0,0.0,30.0,0.0,1,1995.0,7.0,1.0,0,8,5097,4,542,0,0,42,1,0
2882,6,65000.0,1.68,3.0,2.0,17.0,,8.0,0.0,2871,7.9,10.0,0.0,2,2004.0,12.0,1.0,0,4,5874,1,76,4,0,33,1,0
2883,10,60000.0,11.24,0.0,2.0,62.0,,11.0,0.0,3649,33.8,28.0,0.0,3,1993.0,3.0,1.0,0,2,5992,2,236,0,0,39,0,0
2884,3,83000.0,12.68,0.0,0.0,25.0,,8.0,0.0,23722,51.8,33.0,0.0,2,1990.0,6.0,1.0,1,4,6035,2,10,0,0,19,1,0
2885,2,57000.0,12.27,0.0,0.0,,,8.0,0.0,17205,95.6,36.0,0.0,2,1997.0,11.0,1.0,1,4,7312,4,256,0,0,10,1,0
2886,1,24960.0,13.75,0.0,2.0,,,5.0,0.0,2959,55.8,5.0,0.0,1,2007.0,5.0,1.0,0,4,6995,3,487,3,0,16,0,0
2887,0,44400.0,24.68,0.0,7.0,,,25.0,0.0,17576,29.5,57.0,0.0,3,1989.0,1.0,1.0,0,2,4639,1,461,0,0,14,1,0
2888,2,72000.0,13.47,0.0,0.0,,,12.0,0.0,22435,67.4,28.0,0.0,3,2002.0,12.0,1.0,0,2,4624,0,162,4,0,20,0,0
2889,5,50000.0,17.04,0.0,2.0,,,8.0,0.0,4376,93.1,15.0,0.0,2,1999.0,5.0,1.0,0,18,3176,2,658,4,0,4,0,0
2890,4,60000.0,0.0,0.0,0.0,,,12.0,0.0,0,0.0,34.0,0.0,3,1998.0,10.0,1.0,0,12,4516,3,178,0,0,44,1,0
2891,10,165000.0,17.51,0.0,1.0,,,20.0,0.0,79441,45.6,49.0,0.0,2,1984.0,8.0,1.0,0,4,7341,4,173,0,0,44,1,0
2892,2,140000.0,11.49,0.0,0.0,28.0,,16.0,0.0,11013,54.8,33.0,0.0,1,1998.0,1.0,1.0,0,2,3923,4,69,0,0,33,2,0
2893,0,19200.0,3.19,2.0,0.0,8.0,,3.0,0.0,783,71.2,8.0,0.0,3,1975.0,5.0,1.0,0,12,4639,3,287,0,0,9,1,0
2894,6,70000.0,22.51,0.0,1.0,,,12.0,0.0,14966,66.8,24.0,0.0,1,2005.0,11.0,1.0,0,2,1851,3,560,0,0,42,1,0
2895,5,92000.0,22.34,0.0,0.0,38.0,98.0,10.0,1.0,21313,79.5,17.0,0.0,3,1995.0,8.0,1.0,0,4,5740,4,642,4,0,4,1,0
2896,2,45000.0,4.83,0.0,0.0,,,6.0,0.0,3378,79.3,7.0,0.0,2,2005.0,11.0,1.0,0,2,3269,4,81,4,0,33,2,0
2897,1,66500.0,14.29,0.0,1.0,,,12.0,0.0,12657,8.6,52.0,0.0,3,1995.0,10.0,1.0,0,4,3731,1,20,0,0,29,0,0
2898,5,96000.0,21.95,0.0,1.0,,,5.0,0.0,61430,99.1,17.0,0.0,3,1998.0,5.0,1.0,0,4,7592,1,169,0,0,20,1,0
2899,10,98000.0,12.58,0.0,1.0,,,20.0,0.0,33691,56.8,28.0,0.0,1,1993.0,1.0,1.0,0,4,4761,1,72,4,0,33,1,0
2900,3,103992.0,24.0,0.0,0.0,42.0,,12.0,0.0,41036,62.1,43.0,0.0,1,1991.0,12.0,1.0,0,4,6724,3,152,0,0,37,1,0
2901,10,144000.0,1.67,0.0,2.0,62.0,0.0,7.0,0.0,9416,95.1,13.0,0.0,3,1993.0,6.0,1.0,0,4,936,0,151,0,0,37,0,0
2902,9,35004.0,19.4,0.0,0.0,,,10.0,0.0,16206,93.8,13.0,0.0,3,2004.0,3.0,1.0,1,4,4126,1,436,4,0,14,1,0
2903,1,31200.0,3.08,0.0,1.0,,,6.0,0.0,1147,8.8,19.0,0.0,1,1992.0,12.0,1.0,0,8,1128,2,607,0,0,43,1,0
2904,10,55000.0,8.92,0.0,0.0,,,18.0,0.0,10679,17.1,28.0,0.0,3,1992.0,8.0,1.0,1,4,2016,2,272,4,0,9,2,0
2905,7,50000.0,13.63,0.0,0.0,42.0,,11.0,0.0,18367,66.1,16.0,0.0,2,2004.0,10.0,1.0,0,2,5575,0,176,3,0,44,1,0
2906,1,54000.0,11.36,0.0,5.0,49.0,,12.0,0.0,11216,20.1,24.0,0.0,3,1988.0,2.0,1.0,0,4,915,1,539,0,0,35,0,0
2907,4,89000.0,5.18,0.0,0.0,69.0,,4.0,0.0,3598,69.2,9.0,0.0,1,2004.0,3.0,1.0,0,2,4639,2,636,4,0,4,0,0
2908,1,18000.0,3.07,0.0,1.0,,,6.0,0.0,1220,61.0,6.0,0.0,3,2000.0,7.0,1.0,1,16,3888,2,125,4,0,37,0,0
2909,5,63000.0,15.66,0.0,0.0,,,19.0,0.0,31097,38.1,45.0,0.0,1,1993.0,5.0,1.0,0,4,450,2,571,4,0,42,0,0
2910,2,47760.0,9.12,0.0,0.0,,,7.0,0.0,1582,6.5,22.0,0.0,2,1992.0,8.0,1.0,0,8,2820,2,220,0,0,27,0,0
2911,5,80000.0,11.63,0.0,0.0,,,7.0,0.0,39,0.4,17.0,0.0,2,1994.0,7.0,1.0,0,8,5407,0,187,0,0,44,2,0
2912,10,50000.0,16.8,0.0,1.0,,,11.0,0.0,38871,69.3,21.0,0.0,1,1999.0,2.0,1.0,1,4,5288,0,696,4,0,36,2,0
2913,1,60000.0,21.37,0.0,1.0,46.0,,14.0,0.0,4310,27.8,17.0,0.0,3,1976.0,8.0,1.0,0,2,7813,4,60,4,0,30,0,0
2914,4,78000.0,14.75,0.0,1.0,,,8.0,0.0,12381,99.0,27.0,0.0,2,1998.0,11.0,1.0,0,16,7896,2,674,4,0,4,2,0
2915,10,74265.0,10.65,0.0,1.0,,,10.0,0.0,30013,10.1,30.0,0.0,2,1994.0,3.0,1.0,0,12,365,4,108,0,0,33,1,0
2916,6,55000.0,16.52,0.0,3.0,53.0,,16.0,0.0,3304,34.1,23.0,0.0,1,2001.0,5.0,1.0,0,4,4950,3,76,3,0,33,2,0
2917,10,74000.0,12.66,0.0,2.0,,,9.0,0.0,12484,85.5,29.0,0.0,2,1994.0,11.0,1.0,0,4,7091,1,233,0,0,27,1,0
2918,6,95004.0,3.57,0.0,0.0,,,7.0,0.0,14927,39.4,13.0,0.0,1,2003.0,6.0,1.0,0,16,1233,1,686,0,0,4,0,0
2919,5,101000.0,14.07,0.0,0.0,,,6.0,0.0,49542,50.6,22.0,0.0,1,1991.0,11.0,1.0,0,2,3345,3,185,0,0,44,1,0
2920,1,121000.0,1.99,0.0,3.0,,,10.0,0.0,10994,40.1,15.0,0.0,1,2005.0,10.0,1.0,0,18,3055,3,671,4,0,4,1,0
2921,5,109200.0,16.45,0.0,0.0,,,16.0,0.0,12324,24.3,30.0,0.0,3,2002.0,11.0,1.0,0,8,7564,4,278,0,0,9,1,0
2922,10,66996.0,24.29,0.0,1.0,60.0,,21.0,0.0,23231,27.3,43.0,0.0,3,1988.0,11.0,1.0,0,18,7358,1,419,0,0,23,1,0
2923,10,315000.0,10.05,0.0,1.0,,,19.0,0.0,127192,67.0,34.0,0.0,3,1984.0,4.0,1.0,0,4,1364,2,69,0,0,33,2,0
2924,1,38000.0,21.76,0.0,0.0,,,6.0,0.0,28677,91.6,17.0,0.0,3,1998.0,10.0,1.0,0,2,4594,3,413,3,0,23,0,0
2925,1,54300.0,4.24,0.0,0.0,,,3.0,0.0,3818,61.6,3.0,0.0,3,2004.0,2.0,1.0,1,5,4639,0,413,4,0,23,0,0
2926,4,62000.0,9.7,0.0,0.0,,,5.0,0.0,12366,77.3,13.0,0.0,2,1993.0,5.0,1.0,0,2,2487,4,674,4,0,4,0,0
2927,1,93000.0,13.47,0.0,0.0,,,7.0,0.0,12384,70.0,33.0,0.0,1,2000.0,1.0,1.0,0,4,1548,1,682,4,0,4,0,0
2928,8,120000.0,15.24,0.0,0.0,,,7.0,0.0,10322,54.0,25.0,0.0,1,1995.0,3.0,1.0,0,8,719,4,674,0,0,4,0,0
2929,1,40800.0,24.68,0.0,0.0,,,8.0,0.0,16349,70.2,15.0,0.0,2,2001.0,3.0,1.0,0,21,1285,0,376,0,0,22,0,0
2930,1,79000.0,4.57,0.0,0.0,,,3.0,0.0,258,0.7,6.0,0.0,2,1995.0,9.0,1.0,1,8,7728,0,640,0,0,4,0,0
2931,2,42000.0,16.86,0.0,0.0,,,7.0,0.0,8558,42.2,11.0,0.0,1,1999.0,3.0,1.0,0,4,7269,4,271,4,0,9,1,0
2932,1,35000.0,7.51,0.0,0.0,52.0,114.0,11.0,1.0,5836,68.7,12.0,0.0,2,2000.0,3.0,1.0,0,4,2219,3,179,4,0,44,0,0
2933,1,45000.0,9.07,0.0,0.0,,94.0,10.0,1.0,9287,97.8,21.0,0.0,3,1995.0,1.0,1.0,0,4,1682,2,630,4,0,32,2,0
2934,10,24500.0,26.55,0.0,0.0,,,10.0,0.0,4774,26.7,13.0,0.0,3,2002.0,4.0,1.0,0,4,1994,1,104,4,0,33,0,0
2935,10,44000.0,12.9,0.0,1.0,34.0,,7.0,0.0,11415,71.3,20.0,0.0,3,1994.0,8.0,1.0,0,2,4249,3,18,4,0,38,0,0
2936,1,36000.0,16.0,0.0,1.0,,,13.0,0.0,11185,24.9,17.0,0.0,2,1995.0,6.0,1.0,0,18,2677,1,638,4,0,4,1,0
2937,10,103000.0,14.25,0.0,0.0,,,4.0,0.0,49493,83.8,17.0,0.0,3,1985.0,10.0,1.0,0,0,905,0,497,0,0,16,1,0
2938,8,50004.0,2.62,0.0,1.0,39.0,,3.0,0.0,1952,78.1,11.0,0.0,3,2005.0,12.0,1.0,0,4,1797,1,699,0,0,36,2,0
2939,0,76800.0,0.42,0.0,1.0,,,2.0,0.0,1327,66.3,4.0,0.0,3,2004.0,11.0,1.0,0,2,7370,0,160,3,0,20,0,0
2940,9,80000.0,2.55,1.0,0.0,8.0,,3.0,0.0,580,58.0,14.0,0.0,3,2002.0,7.0,1.0,0,18,2629,0,547,4,0,42,2,0
2941,10,32968.0,12.3,0.0,1.0,,,8.0,0.0,13805,63.3,13.0,0.0,1,1997.0,3.0,1.0,0,4,1848,3,57,3,0,30,2,0
2942,5,75828.0,13.97,0.0,0.0,46.0,,4.0,0.0,9375,93.7,24.0,0.0,1,1998.0,11.0,1.0,0,21,7221,4,703,0,0,46,0,0
2943,1,50000.0,21.41,0.0,0.0,,,5.0,0.0,0,0.0,17.0,0.0,3,2004.0,1.0,1.0,0,25,4166,0,81,4,0,33,1,0
2944,3,137000.0,13.53,1.0,1.0,15.0,,9.0,0.0,10930,79.8,28.0,0.0,1,1989.0,7.0,1.0,0,18,1400,3,20,0,0,29,1,0
2945,1,25200.0,21.52,0.0,1.0,,,4.0,0.0,0,0.0,5.0,0.0,2,1997.0,12.0,1.0,0,18,6213,1,13,4,0,19,1,0
2946,8,23350.0,4.42,0.0,2.0,,,4.0,0.0,1570,34.9,6.0,0.0,1,1996.0,9.0,1.0,0,18,5788,3,416,4,0,23,2,0
2947,10,50000.0,17.83,2.0,2.0,19.0,87.0,17.0,1.0,9618,49.3,22.0,0.0,3,1998.0,12.0,1.0,0,4,1005,1,68,4,0,33,0,0
2948,4,34995.0,6.21,0.0,0.0,,,8.0,0.0,5845,32.3,13.0,0.0,3,2000.0,6.0,1.0,0,2,3268,0,639,4,0,4,2,0
2949,3,52000.0,21.42,0.0,1.0,,,8.0,0.0,13633,51.8,15.0,0.0,1,1999.0,8.0,1.0,0,4,5921,1,139,3,0,37,0,0
2950,5,57000.0,21.15,0.0,0.0,33.0,,7.0,0.0,2965,98.8,24.0,0.0,1,2001.0,10.0,1.0,0,4,5309,2,130,4,0,37,2,0
