,is_bad,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose_cat,zip_code,addr_state,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,cr_line_yrs,cr_line_mths
670,0,2,mortgage,50000.0,not verified,n,debt consolidation,130xx,ny,18.82,0.0,0.0,0.0,119,12.0,0,2399,19.2,16.0,f,2,pc2,2005.0,7
671,0,2,mortgage,131000.0,verified - income,n,home improvement,200xx,dc,6.35,0.0,0.0,0.0,119,7.0,0,0,0.0,17.0,f,3,pc5,1996.0,1
672,0,10,mortgage,50000.0,not verified,n,home improvement,226xx,va,15.5,2.0,0.0,6.0,0,9.0,0,10979,37.2,37.0,f,2,pc1,1985.0,2
673,0,1,rent,44400.0,verified - income source,n,debt consolidation,945xx,ca,11.76,0.0,0.0,59.0,119,7.0,0,11666,87.4,21.0,f,1,pc1,1995.0,12
674,0,2,rent,31800.0,verified - income,n,debt consolidation,112xx,ny,29.25,0.0,0.0,0.0,119,4.0,0,6976,28.8,11.0,f,3,pc4,1998.0,1
675,0,2,rent,65000.0,verified - income,n,debt consolidation,900xx,ca,5.19,0.0,2.0,58.0,88,7.0,1,15005,64.1,11.0,f,1,pc1,2003.0,1
676,0,10,mortgage,113000.0,verified - income,n,debt consolidation,900xx,ca,15.25,0.0,0.0,0.0,119,18.0,0,53703,88.6,42.0,f,2,pc1,1986.0,3
677,0,4,mortgage,55812.0,verified - income,n,debt consolidation,609xx,il,18.17,0.0,0.0,0.0,119,12.0,0,13618,56.2,18.0,f,2,pc3,1999.0,10
678,0,1,rent,31200.0,verified - income source,n,debt consolidation,761xx,tx,5.08,0.0,1.0,25.0,119,5.0,0,1456,47.0,9.0,f,1,pc3,2004.0,9
679,0,5,rent,39036.96,verified - income,n,medical,341xx,fl,22.62,0.0,0.0,61.0,56,14.0,1,11440,86.7,37.0,f,2,pc3,1996.0,3
680,0,3,rent,73700.0,not verified,n,credit card,021xx,ma,21.85,0.0,2.0,41.0,119,23.0,0,24471,74.5,46.0,f,2,pc1,1996.0,9
681,0,1,rent,80000.0,verified - income,n,other,852xx,az,3.7,0.0,0.0,0.0,119,9.0,0,11075,19.8,22.0,f,3,pc2,2000.0,12
682,0,6,rent,185000.0,verified - income source,n,small business,085xx,nj,7.85,0.0,1.0,0.0,119,17.0,0,8962,70.0,33.0,f,1,pc3,2001.0,12
683,0,5,mortgage,90000.0,verified - income,n,debt consolidation,802xx,co,16.03,0.0,1.0,0.0,119,9.0,0,30449,65.9,13.0,f,2,pc4,2000.0,6
684,1,2,own,54996.0,verified - income,n,debt consolidation,956xx,ca,22.39,0.0,0.0,0.0,119,11.0,0,22318,45.1,57.0,f,3,pc1,2062.0,9
685,0,10,mortgage,150000.0,verified - income,n,credit card,945xx,ca,8.33,0.0,0.0,0.0,119,3.0,0,26057,97.6,9.0,f,3,pc2,2000.0,3
686,0,4,rent,50000.0,verified - income source,n,debt consolidation,222xx,va,18.98,0.0,0.0,45.0,119,28.0,0,12742,88.5,34.0,f,1,pc2,1994.0,2
687,0,9,rent,34000.0,not verified,n,debt consolidation,191xx,pa,20.33,0.0,2.0,0.0,119,18.0,0,20853,43.4,22.0,f,1,pc3,2003.0,6
688,0,3,rent,24960.0,verified - income,n,debt consolidation,840xx,ut,20.24,0.0,0.0,0.0,119,5.0,0,18465,49.6,7.0,f,2,pc2,1997.0,8
689,0,1,rent,39200.0,not verified,n,medical,825xx,wy,21.55,0.0,0.0,0.0,119,14.0,0,4641,49.4,23.0,f,2,pc3,2003.0,7
690,0,3,rent,113000.0,not verified,n,credit card,201xx,va,23.88,0.0,0.0,0.0,119,7.0,0,17397,95.6,24.0,f,3,pc3,1995.0,11
691,0,10,own,52000.0,not verified,n,other,079xx,nj,16.2,0.0,0.0,58.0,119,9.0,0,9060,63.8,20.0,f,1,pc5,1993.0,1
692,0,1,mortgage,95000.0,verified - income,n,home improvement,775xx,tx,12.18,1.0,1.0,17.0,119,6.0,0,814,5.2,48.0,f,3,pc4,1982.0,2
693,0,1,rent,75000.0,verified - income source,n,major purchase,275xx,nc,8.06,0.0,0.0,0.0,119,14.0,0,3852,4.7,21.0,f,2,pc5,1998.0,1
694,0,10,mortgage,64000.0,verified - income source,n,debt consolidation,297xx,sc,10.13,0.0,1.0,70.0,119,12.0,0,12247,45.5,45.0,f,2,pc4,1990.0,4
695,0,0,rent,12540.0,not verified,n,moving,900xx,ca,18.76,0.0,0.0,0.0,119,8.0,0,4787,55.7,13.0,f,3,pc5,1998.0,4
696,0,3,mortgage,18000.0,verified - income,n,debt consolidation,402xx,ky,6.33,0.0,2.0,0.0,119,3.0,0,3244,92.7,4.0,f,2,pc1,2007.0,11
697,0,6,mortgage,51000.0,not verified,n,debt consolidation,850xx,az,7.84,0.0,2.0,0.0,119,8.0,0,7546,59.0,11.0,f,2,pc5,2004.0,2
698,0,7,mortgage,150000.0,not verified,n,debt consolidation,945xx,ca,14.51,0.0,2.0,0.0,119,13.0,0,34740,64.1,63.0,f,3,pc2,1974.0,12
699,1,10,rent,67200.0,verified - income source,n,small business,917xx,ca,13.54,7.0,1.0,16.0,94,9.0,1,820,7.5,25.0,f,1,pc5,1996.0,12
700,0,2,rent,33280.0,not verified,n,debt consolidation,928xx,ca,11.25,0.0,0.0,0.0,119,5.0,0,12978,94.7,8.0,f,2,pc3,2004.0,4
701,0,10,mortgage,70000.0,verified - income,n,debt consolidation,748xx,ok,19.66,0.0,1.0,76.0,119,16.0,0,19542,20.3,46.0,f,3,pc1,1987.0,8
702,1,7,mortgage,180000.0,verified - income source,n,home improvement small business,930xx,ca,4.56,0.0,3.0,0.0,119,12.0,0,14521,52.8,19.0,f,2,pc4,2000.0,5
703,0,2,rent,45000.0,not verified,n,debt consolidation,303xx,ga,23.65,0.0,0.0,0.0,0,11.0,0,81695,92.9,34.0,f,2,pc4,2000.0,6
704,0,1,rent,42000.0,verified - income source,n,other,921xx,ca,2.83,0.0,0.0,0.0,119,14.0,0,1913,3.0,28.0,f,1,pc4,2005.0,8
705,0,9,mortgage,105600.0,not verified,n,major purchase,301xx,ga,19.23,1.0,4.0,5.0,0,22.0,0,111115,40.8,42.0,f,2,pc1,1994.0,5
706,0,10,mortgage,98000.0,verified - income,n,credit card,613xx,il,17.72,0.0,1.0,0.0,119,11.0,0,59189,80.3,41.0,f,2,pc3,1984.0,1
707,0,0,mortgage,70000.0,not verified,n,home improvement,080xx,nj,8.16,0.0,0.0,69.0,98,4.0,1,4419,92.1,9.0,f,1,pc4,1994.0,4
708,1,10,own,31243.0,not verified,n,car,112xx,ny,5.03,0.0,1.0,0.0,119,5.0,0,2988,29.0,5.0,f,3,pc5,2007.0,5
709,0,5,own,30000.0,not verified,n,debt consolidation,482xx,mi,20.04,0.0,1.0,0.0,119,13.0,0,3832,66.1,15.0,f,2,pc1,2005.0,7
710,0,2,rent,33600.0,not verified,n,debt consolidation,254xx,wv,15.93,0.0,1.0,0.0,119,6.0,0,5687,52.2,12.0,f,1,pc3,2005.0,10
711,0,3,rent,56544.0,verified - income,n,debt consolidation,990xx,wa,19.86,0.0,1.0,0.0,119,7.0,0,18112,83.5,25.0,f,2,pc5,1993.0,12
712,0,2,rent,135000.0,verified - income,n,credit card,331xx,fl,9.33,0.0,1.0,0.0,119,5.0,0,29101,96.6,13.0,f,1,pc1,2004.0,7
713,0,2,rent,68400.0,verified - income source,n,major purchase,925xx,ca,2.46,0.0,0.0,0.0,119,9.0,0,3173,22.5,14.0,f,1,pc1,2006.0,5
714,0,6,rent,43200.0,not verified,n,debt consolidation,210xx,md,19.11,0.0,0.0,42.0,119,5.0,0,9066,21.3,13.0,f,3,pc3,2003.0,3
715,0,0,rent,90000.0,verified - income,n,debt consolidation,974xx,or,20.59,0.0,1.0,0.0,119,9.0,0,14547,61.9,25.0,f,1,pc1,1997.0,8
716,0,1,rent,13440.0,not verified,n,car,314xx,ga,2.05,0.0,2.0,37.0,119,2.0,0,1554,23.9,5.0,f,1,pc3,2001.0,4
717,0,6,mortgage,41280.0,not verified,n,car,317xx,ga,18.14,0.0,1.0,69.0,119,11.0,0,15973,36.8,31.0,f,3,pc5,1990.0,11
718,1,2,mortgage,66000.0,verified - income,n,debt consolidation,953xx,ca,6.2,0.0,1.0,0.0,119,7.0,0,16952,81.9,18.0,f,2,pc2,1997.0,5
719,0,2,rent,60000.0,verified - income,n,debt consolidation,751xx,tx,13.84,0.0,4.0,0.0,119,7.0,0,26088,63.0,7.0,f,1,pc2,2000.0,5
720,0,1,rent,35000.0,verified - income source,n,other,101xx,ny,8.37,0.0,0.0,0.0,119,5.0,0,5072,95.7,6.0,f,1,pc3,2006.0,7
721,0,1,rent,75000.0,verified - income source,n,vacation,606xx,il,10.98,0.0,1.0,0.0,119,17.0,0,9964,85.2,21.0,f,3,pc4,2003.0,7
722,0,5,rent,70000.0,verified - income source,n,debt consolidation,218xx,md,13.53,0.0,2.0,64.0,119,8.0,0,7636,75.6,16.0,f,3,pc2,1996.0,4
723,0,5,rent,87000.0,verified - income,n,debt consolidation,945xx,ca,9.32,0.0,0.0,0.0,119,6.0,0,19827,90.9,17.0,f,3,pc4,1999.0,3
724,0,4,mortgage,115000.0,verified - income,n,debt consolidation,276xx,nc,21.64,0.0,0.0,45.0,119,6.0,0,21054,90.7,19.0,f,2,pc5,1992.0,10
725,0,5,mortgage,81000.0,verified - income source,n,debt consolidation,410xx,ky,6.46,0.0,1.0,29.0,119,15.0,0,1533,3.6,29.0,f,2,pc5,2000.0,11
726,0,10,mortgage,110004.0,verified - income,n,debt consolidation,925xx,ca,10.2,0.0,0.0,0.0,119,11.0,0,43351,46.9,31.0,f,2,pc3,1989.0,4
727,0,1,rent,30000.0,verified - income source,n,major purchase,620xx,il,19.24,0.0,0.0,32.0,119,14.0,0,6962,27.6,28.0,f,3,pc4,2005.0,3
728,0,3,rent,60000.0,verified - income,n,debt consolidation,020xx,ma,11.68,0.0,2.0,0.0,119,6.0,0,16963,41.4,20.0,f,3,pc5,1993.0,11
729,1,1,rent,54000.0,not verified,n,other,983xx,wa,8.38,0.0,0.0,47.0,119,12.0,0,2183,11.5,36.0,f,2,pc2,1977.0,7
730,0,1,rent,62467.0,verified - income source,n,car,208xx,md,9.61,0.0,0.0,0.0,119,7.0,0,4703,94.1,10.0,f,1,pc5,2005.0,7
731,0,4,rent,19800.0,verified - income,n,credit card,598xx,mt,20.0,0.0,0.0,0.0,119,8.0,0,8007,66.2,12.0,f,2,pc2,2005.0,3
732,0,5,mortgage,50000.0,verified - income,n,debt consolidation,977xx,or,2.11,0.0,0.0,0.0,119,7.0,0,2937,13.3,12.0,f,3,pc3,2001.0,12
733,0,2,rent,56000.0,verified - income,n,debt consolidation,331xx,fl,7.93,0.0,0.0,0.0,119,9.0,0,8246,69.9,13.0,f,2,pc4,2004.0,10
734,0,1,rent,22800.0,not verified,n,debt consolidation,853xx,az,10.95,0.0,0.0,0.0,119,10.0,0,3523,33.6,15.0,f,1,pc1,2006.0,8
735,0,1,mortgage,100000.0,not verified,n,credit card,916xx,ca,22.46,0.0,6.0,54.0,0,18.0,0,70533,79.4,57.0,f,2,pc1,1983.0,4
736,0,3,own,106000.0,verified - income,n,debt consolidation,201xx,va,9.87,0.0,2.0,0.0,119,4.0,0,34896,87.5,29.0,f,1,pc3,1997.0,8
737,0,5,rent,72000.0,verified - income,n,debt consolidation,119xx,ny,23.85,0.0,0.0,0.0,119,11.0,0,22746,76.3,41.0,f,3,pc5,1999.0,1
738,0,4,rent,121392.0,verified - income,n,debt consolidation,950xx,ca,15.72,2.0,1.0,12.0,119,5.0,0,0,0.0,16.0,f,3,pc1,2006.0,1
739,1,1,rent,75000.0,verified - income source,n,debt consolidation,740xx,ok,16.59,0.0,2.0,0.0,119,9.0,0,19585,59.2,24.0,f,1,pc3,1988.0,5
740,0,3,rent,24000.0,not verified,n,debt consolidation,959xx,ca,7.7,0.0,0.0,0.0,119,5.0,0,5810,19.1,9.0,f,3,pc4,1997.0,12
741,0,5,mortgage,90000.0,verified - income,n,major purchase,824xx,wy,8.37,0.0,0.0,0.0,119,7.0,0,16000,56.7,24.0,f,2,pc5,1990.0,6
742,0,2,rent,20400.0,verified - income source,n,credit card,452xx,oh,18.12,0.0,0.0,24.0,119,7.0,0,4645,21.1,11.0,f,1,pc4,2004.0,6
743,0,3,rent,60626.0,verified - income,n,major purchase,902xx,ca,12.27,0.0,0.0,0.0,119,12.0,0,6629,58.1,15.0,f,1,pc5,2005.0,11
744,0,1,rent,138000.0,not verified,n,car,941xx,ca,1.23,0.0,1.0,54.0,119,5.0,0,1847,54.3,15.0,f,2,pc2,1993.0,12
745,0,10,rent,88000.0,not verified,n,educational,947xx,ca,5.58,0.0,0.0,0.0,119,6.0,0,0,0.0,13.0,f,1,pc2,1995.0,11
746,0,4,rent,504000.0,not verified,n,debt consolidation,927xx,ca,1.48,0.0,0.0,48.0,119,4.0,0,146,12.2,17.0,f,1,pc4,1986.0,9
747,0,3,mortgage,71800.0,verified - income,n,car,275xx,nc,10.45,0.0,0.0,70.0,119,2.0,0,0,0.0,16.0,f,2,pc4,1993.0,11
748,0,2,own,90000.0,verified - income,n,debt consolidation,117xx,ny,5.49,0.0,0.0,24.0,119,6.0,0,8178,38.9,13.0,f,3,pc2,2000.0,11
749,0,5,rent,45000.0,verified - income,n,moving,799xx,tx,22.64,0.0,0.0,69.0,119,9.0,0,12301,72.5,26.0,f,2,pc2,1999.0,3
750,1,1,rent,120000.0,verified - income,n,debt consolidation,100xx,ny,4.43,2.0,0.0,16.0,119,14.0,0,15318,62.2,20.0,f,2,pc3,2000.0,2
751,0,1,rent,39996.0,not verified,n,debt consolidation,021xx,ma,15.75,0.0,0.0,38.0,119,4.0,0,13072,90.2,14.0,f,2,pc4,2001.0,9
752,1,1,mortgage,101657.0,verified - income,n,debt consolidation,891xx,nv,11.24,1.0,2.0,6.0,119,18.0,0,9885,35.7,53.0,f,2,pc3,1991.0,2
753,0,1,mortgage,45000.0,verified - income source,n,debt consolidation,626xx,il,15.73,0.0,3.0,0.0,119,16.0,0,9252,37.6,31.0,f,2,pc2,2003.0,12
754,0,4,rent,200000.0,verified - income,n,credit card,100xx,ny,4.81,0.0,1.0,0.0,119,8.0,0,37973,81.5,19.0,f,2,pc4,2000.0,9
755,0,5,own,51750.0,not verified,n,major purchase,334xx,fl,24.7,0.0,1.0,0.0,119,9.0,0,9200,26.8,16.0,f,1,pc1,2000.0,12
756,0,3,mortgage,95004.0,verified - income,n,debt consolidation,125xx,ny,15.78,0.0,2.0,48.0,119,15.0,0,28636,67.5,32.0,f,2,pc2,1992.0,1
757,0,4,mortgage,250000.0,verified - income source,n,debt consolidation,079xx,nj,2.23,0.0,0.0,0.0,119,7.0,0,1592,17.7,17.0,f,2,pc2,2000.0,4
758,0,2,rent,56000.0,verified - income source,n,credit card,193xx,pa,23.36,0.0,1.0,0.0,119,16.0,0,13972,83.2,24.0,f,1,pc3,1999.0,3
759,0,6,mortgage,58000.0,not verified,n,home improvement,945xx,ca,1.43,0.0,2.0,0.0,119,12.0,0,441,2.8,20.0,f,3,pc4,1994.0,8
760,0,10,mortgage,76500.0,verified - income source,n,major purchase,131xx,ny,12.31,0.0,1.0,42.0,119,8.0,0,2195,19.1,32.0,f,2,pc5,1990.0,10
761,1,1,mortgage,100000.0,not verified,n,major purchase small business,950xx,ca,4.49,1.0,2.0,2.0,119,10.0,0,12304,40.6,24.0,f,1,pc2,1996.0,9
762,0,7,rent,48000.0,not verified,n,major purchase,310xx,ga,9.82,0.0,0.0,0.0,119,6.0,0,2107,62.0,7.0,f,2,pc3,2004.0,10
763,0,3,mortgage,70000.0,verified - income source,n,small business,953xx,ca,9.19,0.0,2.0,0.0,119,5.0,0,4469,20.0,15.0,f,2,pc2,1986.0,7
764,0,1,rent,24000.0,not verified,n,credit card,770xx,tx,29.7,1.0,0.0,18.0,119,29.0,0,9862,16.4,43.0,f,2,pc1,1992.0,10
765,0,3,mortgage,76494.0,verified - income,n,debt consolidation,840xx,ut,18.12,0.0,0.0,0.0,119,8.0,0,26689,62.7,32.0,f,2,pc3,2001.0,4
766,0,3,rent,41004.0,not verified,n,debt consolidation,080xx,nj,24.38,0.0,1.0,32.0,119,10.0,0,5080,39.1,27.0,f,2,pc4,1998.0,6
767,0,4,mortgage,85000.0,verified - income,n,debt consolidation,339xx,fl,24.54,0.0,2.0,64.0,119,14.0,0,9449,76.8,29.0,f,2,pc2,1997.0,2
768,0,4,own,55000.0,verified - income source,n,other,900xx,ca,16.97,0.0,0.0,0.0,119,15.0,0,10135,12.8,38.0,f,2,pc3,1992.0,10
769,0,6,mortgage,40000.0,verified - income,n,debt consolidation,543xx,wi,13.2,0.0,3.0,0.0,119,14.0,0,21196,63.8,31.0,f,3,pc4,1999.0,2
770,0,1,mortgage,56000.0,verified - income source,n,wedding,212xx,md,7.18,0.0,1.0,0.0,119,7.0,0,2337,25.1,18.0,f,2,pc5,2000.0,12
771,1,1,rent,36000.0,verified - income source,n,debt consolidation,996xx,ak,13.17,0.0,2.0,0.0,119,5.0,0,4375,89.3,7.0,f,2,pc5,1991.0,2
772,0,1,rent,76500.0,not verified,n,debt consolidation,222xx,va,12.45,0.0,0.0,66.0,119,9.0,0,12315,55.5,15.0,f,2,pc1,2002.0,1
773,0,1,rent,24100.0,verified - income source,n,car,402xx,ky,0.25,0.0,0.0,0.0,119,3.0,0,183,36.6,4.0,f,3,pc5,1993.0,6
774,0,3,rent,33600.0,not verified,n,educational,207xx,md,11.04,0.0,2.0,0.0,119,4.0,0,1297,49.9,6.0,f,2,pc4,2002.0,12
775,0,3,mortgage,65000.0,verified - income,n,debt consolidation,890xx,nv,9.91,0.0,2.0,0.0,119,3.0,0,349,87.2,5.0,f,1,pc3,1998.0,6
776,0,6,mortgage,55000.0,not verified,n,debt consolidation,398xx,ga,15.08,0.0,0.0,0.0,119,13.0,0,12381,38.2,26.0,f,1,pc3,2001.0,11
777,0,3,rent,70000.0,not verified,n,car,025xx,ma,9.48,1.0,4.0,16.0,119,6.0,0,4096,48.2,17.0,f,3,pc3,2001.0,9
778,0,1,rent,100000.0,verified - income,n,moving,495xx,mi,6.43,0.0,1.0,0.0,119,6.0,0,5727,43.1,7.0,f,1,pc3,2007.0,8
779,0,2,rent,45000.0,verified - income source,n,credit card,334xx,fl,4.69,0.0,1.0,27.0,119,4.0,0,7641,95.5,10.0,f,3,pc1,2004.0,12
780,0,2,mortgage,56000.0,verified - income source,n,home improvement,853xx,az,13.11,0.0,0.0,80.0,119,12.0,0,12736,62.4,18.0,f,2,pc3,2001.0,7
781,0,1,mortgage,72000.0,verified - income,n,debt consolidation,926xx,ca,21.63,0.0,1.0,28.0,119,19.0,0,21401,65.9,32.0,f,3,pc5,1988.0,5
782,0,4,own,100000.0,verified - income source,n,home improvement,100xx,ny,8.32,0.0,0.0,74.0,119,5.0,0,9844,53.8,16.0,f,1,pc3,1997.0,6
783,0,4,rent,57450.0,verified - income,n,car,111xx,ny,16.38,0.0,2.0,0.0,119,13.0,0,19438,63.9,31.0,f,2,pc4,2002.0,9
784,0,3,rent,28800.0,not verified,n,other,200xx,dc,19.26,0.0,2.0,0.0,119,4.0,0,0,0.0,5.0,f,1,pc3,2004.0,11
785,0,0,mortgage,54000.0,verified - income,n,house,146xx,ny,15.27,0.0,1.0,0.0,119,16.0,0,10260,34.4,25.0,f,2,pc5,2001.0,10
786,0,6,rent,46789.0,verified - income,n,vacation,100xx,ny,22.75,0.0,4.0,33.0,119,9.0,0,4005,26.3,19.0,f,1,pc2,2000.0,6
787,0,10,rent,48000.0,not verified,n,debt consolidation,456xx,oh,23.23,0.0,1.0,0.0,119,6.0,0,10566,21.0,15.0,f,3,pc4,1971.0,10
788,0,4,rent,45000.0,verified - income source,n,small business,982xx,wa,9.23,0.0,1.0,0.0,119,4.0,0,5227,39.0,9.0,f,2,pc1,2003.0,11
789,1,1,mortgage,62000.0,verified - income,n,debt consolidation,261xx,wv,18.64,0.0,1.0,0.0,119,12.0,0,14523,81.6,42.0,f,2,pc1,1998.0,3
790,0,1,rent,38000.0,not verified,n,debt consolidation,606xx,il,0.69,0.0,1.0,0.0,119,6.0,0,1125,16.5,11.0,f,1,pc1,2002.0,9
791,0,4,rent,33000.0,verified - income source,n,debt consolidation,331xx,fl,16.44,0.0,1.0,0.0,119,10.0,0,11694,88.9,18.0,f,1,pc5,2003.0,3
792,0,10,own,33000.0,not verified,n,credit card,907xx,ca,18.8,0.0,0.0,0.0,119,5.0,0,17229,74.9,10.0,f,1,pc3,1990.0,9
793,1,1,own,75000.0,verified - income,n,debt consolidation,309xx,ga,20.03,0.0,0.0,24.0,119,2.0,0,7143,86.1,18.0,f,3,pc4,1986.0,6
794,0,10,mortgage,80000.0,not verified,n,home improvement,532xx,wi,10.56,1.0,0.0,17.0,119,9.0,0,5856,27.2,42.0,f,3,pc5,1998.0,8
795,0,7,rent,65000.0,not verified,n,debt consolidation,352xx,al,21.16,1.0,0.0,18.0,119,11.0,0,4713,22.0,27.0,f,2,pc1,1994.0,1
796,0,3,rent,60000.0,not verified,n,debt consolidation,100xx,ny,9.74,0.0,2.0,0.0,119,12.0,0,11613,51.4,29.0,f,3,pc3,2002.0,10
797,0,4,rent,41000.0,verified - income source,n,other,053xx,vt,2.05,0.0,0.0,0.0,119,5.0,0,698,3.4,9.0,f,2,pc3,2003.0,10
798,0,5,rent,58000.0,verified - income,n,debt consolidation,852xx,az,7.74,0.0,0.0,31.0,119,6.0,0,9789,32.6,18.0,f,3,pc4,1976.0,6
799,0,2,own,15600.0,not verified,n,debt consolidation,940xx,ca,13.77,0.0,0.0,0.0,119,4.0,0,5416,91.8,7.0,f,1,pc3,2006.0,12
800,0,10,mortgage,59000.0,not verified,n,other,740xx,ok,3.42,0.0,0.0,0.0,119,5.0,0,4369,6.8,17.0,f,1,pc3,1990.0,2
801,1,10,mortgage,91992.0,verified - income source,n,home improvement,316xx,ga,20.3,0.0,2.0,0.0,119,12.0,0,42813,0.0,28.0,f,2,pc5,1997.0,2
802,1,1,mortgage,60000.0,verified - income source,n,car,926xx,ca,14.74,0.0,2.0,0.0,119,7.0,0,30884,94.4,10.0,f,1,pc2,2004.0,12
803,0,6,mortgage,45000.0,verified - income source,n,major purchase,359xx,al,8.51,0.0,0.0,0.0,119,12.0,0,3998,28.8,14.0,f,2,pc4,2004.0,11
804,0,9,rent,92341.0,not verified,n,debt consolidation,200xx,dc,21.33,0.0,2.0,0.0,119,6.0,0,203,8.4,19.0,f,1,pc1,1994.0,11
805,0,1,rent,29120.0,not verified,n,debt consolidation,540xx,wi,17.97,0.0,1.0,0.0,119,6.0,0,5866,94.6,14.0,f,3,pc4,2001.0,6
806,0,10,mortgage,75000.0,not verified,n,credit card,605xx,il,13.38,0.0,0.0,0.0,119,11.0,0,83506,52.9,27.0,f,2,pc4,1999.0,3
807,0,6,mortgage,90084.0,not verified,n,debt consolidation,923xx,ca,10.35,0.0,1.0,0.0,119,10.0,0,42135,66.6,25.0,f,1,pc3,1998.0,10
808,0,3,rent,35520.0,not verified,n,major purchase,206xx,md,14.05,1.0,0.0,7.0,119,3.0,0,233,46.6,7.0,f,1,pc4,2000.0,5
809,1,2,rent,105000.0,not verified,n,debt consolidation,926xx,ca,19.63,0.0,0.0,0.0,119,14.0,0,57755,78.7,25.0,f,3,pc4,1994.0,10
810,0,10,rent,135000.0,verified - income,n,vacation,921xx,ca,8.77,0.0,1.0,31.0,119,15.0,0,8380,88.2,24.0,f,3,pc1,1996.0,12
811,0,10,rent,56964.0,verified - income source,n,debt consolidation,935xx,ca,27.55,0.0,0.0,0.0,119,7.0,0,17381,76.6,20.0,f,3,pc5,1999.0,2
812,0,10,rent,41300.0,not verified,n,debt consolidation,233xx,va,13.8,0.0,0.0,79.0,112,9.0,1,14246,74.2,16.0,f,2,pc5,1998.0,12
813,0,10,own,48000.0,not verified,n,debt consolidation,279xx,nc,13.53,0.0,3.0,0.0,0,24.0,0,10742,8.9,43.0,f,3,pc2,1979.0,10
814,0,5,mortgage,70000.0,not verified,n,other,783xx,tx,21.31,0.0,3.0,0.0,119,7.0,0,7143,24.9,11.0,f,3,pc5,2004.0,9
815,0,10,mortgage,51300.0,verified - income,n,debt consolidation,945xx,ca,17.44,0.0,2.0,0.0,119,6.0,0,10734,94.2,33.0,f,3,pc3,2001.0,2
816,1,2,rent,42000.0,verified - income source,n,credit card small business,945xx,ca,5.06,0.0,1.0,0.0,119,6.0,0,5941,90.0,8.0,f,3,pc4,1990.0,1
817,0,3,rent,52500.0,not verified,n,debt consolidation,770xx,tx,21.53,0.0,0.0,0.0,119,7.0,0,16285,41.3,20.0,f,3,pc2,2001.0,2
818,0,1,mortgage,63000.0,verified - income,n,credit card,275xx,nc,21.07,0.0,2.0,0.0,119,9.0,0,11141,85.0,21.0,f,1,pc4,1998.0,3
819,0,10,rent,143000.0,verified - income,n,credit card,908xx,ca,12.95,0.0,2.0,69.0,119,16.0,0,22050,82.3,20.0,f,2,pc1,1999.0,1
820,0,2,mortgage,55000.0,verified - income,n,debt consolidation,210xx,md,17.3,0.0,2.0,0.0,119,11.0,0,2974,15.1,33.0,f,1,pc2,1996.0,5
821,0,6,rent,40000.0,not verified,n,debt consolidation,954xx,ca,20.88,0.0,1.0,51.0,119,7.0,0,18712,64.5,29.0,f,1,pc3,2000.0,9
822,0,1,rent,35000.0,verified - income source,n,debt consolidation,750xx,tx,11.93,0.0,1.0,0.0,119,5.0,0,1224,30.0,5.0,f,2,pc5,2007.0,9
823,0,6,mortgage,57400.0,verified - income,n,credit card,352xx,al,7.51,0.0,0.0,0.0,119,10.0,0,701,15.9,35.0,f,3,pc2,1998.0,10
824,0,3,mortgage,115000.0,not verified,n,other,948xx,ca,16.82,0.0,2.0,42.0,119,10.0,0,10555,73.3,31.0,f,1,pc2,1990.0,11
825,0,10,own,57300.0,not verified,n,major purchase,128xx,ny,16.27,0.0,1.0,0.0,119,8.0,0,21528,64.3,15.0,f,2,pc3,1998.0,10
826,0,10,mortgage,54000.0,not verified,n,debt consolidation,357xx,al,24.29,0.0,0.0,76.0,119,10.0,0,10420,93.0,24.0,f,2,pc4,1990.0,2
827,0,3,own,46000.0,verified - income,n,debt consolidation,328xx,fl,17.82,0.0,2.0,0.0,119,9.0,0,50728,88.4,13.0,f,2,pc2,1979.0,11
828,0,10,rent,120000.0,not verified,n,medical,863xx,az,6.44,0.0,2.0,0.0,119,7.0,0,21702,58.2,27.0,f,2,pc4,1993.0,11
829,1,2,rent,38400.0,not verified,n,other,959xx,ca,23.81,1.0,0.0,15.0,119,7.0,0,7943,63.0,27.0,f,1,pc3,1998.0,8
830,0,10,mortgage,98000.0,not verified,n,debt consolidation,070xx,nj,6.06,0.0,0.0,62.0,119,10.0,0,72289,97.2,18.0,f,2,pc5,1996.0,2
831,0,1,rent,37000.0,not verified,n,other,750xx,tx,9.79,0.0,3.0,0.0,119,11.0,0,9868,73.1,12.0,f,2,pc3,2003.0,8
832,0,1,rent,60000.0,not verified,n,other,201xx,va,19.02,0.0,0.0,0.0,119,9.0,0,11779,62.7,19.0,f,1,pc3,2001.0,4
833,0,5,rent,40000.0,not verified,n,major purchase,337xx,fl,10.95,0.0,0.0,0.0,119,5.0,0,1544,15.9,9.0,f,3,pc5,1998.0,9
834,0,3,mortgage,31200.0,verified - income,n,credit card,554xx,mn,12.77,0.0,0.0,0.0,119,10.0,0,3117,11.2,19.0,f,3,pc1,2000.0,6
