,emp_length,annual_inc,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,mths_since_last_major_derog,cr_line_yrs,cr_line_mths,cr_line_days,is_bad,purpose_cat,policy_code,home_ownership,verification_status,initial_list_status,pymnt_plan,zip_code,addr_state,emp_title
2781,1,39396.0,8.16,0.0,1.0,,,6.0,0.0,3305,18.5,30.0,0.0,2,2000.0,11.0,1.0,0,8,0,0,2,0,0,254,10,6601
2782,3,75000.0,14.74,0.0,3.0,29.0,,12.0,0.0,3170,31.1,27.0,0.0,1,1990.0,4.0,1.0,1,5,4,4,1,0,0,275,9,4882
2783,10,72000.0,16.82,0.0,3.0,,,25.0,0.0,7402,42.8,38.0,0.0,3,2005.0,1.0,1.0,0,2,2,0,2,0,0,152,37,1647
2784,2,95000.0,11.86,0.0,3.0,30.0,,10.0,0.0,34057,63.9,26.0,0.0,2,1992.0,5.0,1.0,1,21,4,2,0,0,0,123,37,5481
2785,6,120000.0,8.81,0.0,0.0,32.0,115.0,4.0,1.0,12491,93.9,15.0,0.0,2,1998.0,8.0,1.0,0,2,2,4,2,0,0,655,4,6460
2786,1,50000.0,1.15,4.0,0.0,22.0,,7.0,0.0,326,5.6,12.0,0.0,1,2006.0,2.0,1.0,1,14,4,4,2,0,0,165,20,1871
2787,10,63000.0,11.58,1.0,1.0,14.0,,15.0,0.0,33020,37.2,38.0,0.0,1,1982.0,1.0,1.0,0,2,2,0,1,0,0,694,36,7705
2788,5,60000.0,2.14,0.0,5.0,35.0,,12.0,0.0,4213,7.0,40.0,0.0,3,1999.0,8.0,1.0,0,4,4,0,2,0,0,442,14,6028
2789,10,109500.0,15.88,0.0,2.0,,,17.0,0.0,28155,75.3,67.0,0.0,2,1994.0,3.0,1.0,0,4,4,0,1,0,0,473,24,870
2790,7,51063.0,15.06,1.0,1.0,20.0,,11.0,0.0,19469,84.8,31.0,0.0,2,1983.0,11.0,1.0,1,4,4,4,0,0,0,679,4,5956
2791,2,36000.0,12.53,0.0,1.0,,,5.0,0.0,3403,87.3,20.0,0.0,1,1987.0,6.0,1.0,0,0,3,0,2,0,0,239,39,3211
2792,10,41000.0,11.8,0.0,2.0,,,9.0,0.0,11095,57.2,12.0,0.0,3,2005.0,7.0,1.0,0,2,1,4,0,0,0,326,17,6113
2793,7,75600.0,11.71,0.0,2.0,,,5.0,0.0,10596,78.5,15.0,0.0,1,1995.0,12.0,1.0,0,8,3,0,1,0,0,192,44,4639
2794,3,70000.0,6.6,1.0,0.0,3.0,,11.0,0.0,18438,29.0,30.0,0.0,2,1990.0,11.0,1.0,0,4,1,0,2,0,0,149,37,6833
2795,2,60000.0,19.52,0.0,1.0,,,9.0,0.0,26959,86.1,25.0,0.0,1,1995.0,6.0,1.0,0,2,0,0,0,0,0,279,9,6275
2796,3,85000.0,11.72,0.0,1.0,,,6.0,0.0,15933,36.2,28.0,0.0,3,1995.0,1.0,1.0,0,2,4,0,0,0,0,18,38,6005
2797,3,36000.0,1.1,1.0,0.0,22.0,,9.0,0.0,776,3.1,18.0,0.0,2,1998.0,8.0,1.0,0,8,4,4,2,0,0,360,34,7661
2798,1,150000.0,6.14,0.0,1.0,,,14.0,0.0,13455,20.6,23.0,0.0,1,1986.0,3.0,1.0,0,2,3,0,0,0,0,246,10,2713
2799,5,68670.0,11.46,0.0,1.0,74.0,,11.0,0.0,8337,32.1,23.0,0.0,3,1998.0,12.0,1.0,0,4,4,0,1,0,0,688,4,6584
2800,10,48000.0,21.75,0.0,3.0,56.0,,9.0,0.0,15354,47.8,46.0,0.0,1,1992.0,12.0,1.0,0,4,2,0,0,0,0,37,6,2690
2801,10,150000.0,8.1,0.0,3.0,72.0,,15.0,0.0,10890,15.2,38.0,0.0,3,1983.0,12.0,1.0,0,8,3,0,2,0,0,436,14,7181
2802,1,36000.0,11.73,1.0,1.0,8.0,,7.0,0.0,5527,27.5,11.0,0.0,2,1994.0,12.0,1.0,0,0,2,4,2,0,0,635,4,7538
2803,3,49600.0,27.7,0.0,5.0,0.0,0.0,6.0,0.0,27750,66.5,10.0,0.0,2,2002.0,10.0,1.0,0,4,0,4,0,0,0,175,44,7315
2804,4,113000.0,5.6,0.0,0.0,,,6.0,0.0,3010,7.5,9.0,0.0,3,2004.0,4.0,1.0,0,25,4,4,2,0,0,542,42,5607
2805,8,96000.0,10.45,0.0,0.0,,,7.0,0.0,19069,96.3,8.0,0.0,2,1999.0,1.0,1.0,0,12,2,3,0,0,0,581,42,4639
2806,3,34800.0,20.41,0.0,0.0,37.0,,8.0,0.0,239,9.2,11.0,0.0,1,2002.0,11.0,1.0,0,21,1,0,0,0,0,571,42,6323
2807,9,52559.0,13.11,0.0,1.0,0.0,0.0,8.0,0.0,16194,39.8,12.0,0.0,1,1996.0,12.0,1.0,0,4,4,4,0,0,0,109,33,5787
2808,1,150000.0,13.62,0.0,0.0,,,10.0,0.0,3710,6.6,22.0,0.0,3,1998.0,4.0,1.0,1,4,3,0,1,0,0,638,4,7073
2809,1,42000.0,5.49,2.0,3.0,3.0,,15.0,0.0,398,1.2,36.0,0.0,3,1972.0,1.0,1.0,1,8,2,0,0,0,0,582,5,5717
2810,1,95000.0,15.47,0.0,0.0,,,10.0,0.0,14734,69.1,17.0,0.0,1,2000.0,8.0,1.0,0,6,2,4,0,0,0,671,4,340
2811,9,48000.0,26.63,0.0,2.0,,,14.0,0.0,7213,27.7,25.0,0.0,3,2004.0,3.0,1.0,1,4,2,3,2,0,0,68,33,3746
2812,6,54000.0,17.38,0.0,0.0,36.0,,5.0,0.0,0,17.67,24.0,0.0,1,2001.0,9.0,1.0,0,8,4,0,1,0,0,545,42,3857
2813,0,33600.0,18.11,0.0,3.0,47.0,,3.0,0.0,5661,59.0,14.0,0.0,3,1992.0,2.0,1.0,0,4,2,0,0,0,0,487,16,4639
2814,0,9600.0,14.75,0.0,1.0,40.0,,3.0,0.0,315,24.2,4.0,0.0,2,2002.0,10.0,1.0,0,16,2,4,1,0,0,558,42,4639
2815,6,156000.0,15.54,0.0,3.0,35.0,,16.0,0.0,1679,18.9,18.0,0.0,3,1991.0,7.0,1.0,0,8,2,0,1,0,0,267,9,4639
2816,2,70000.0,15.14,0.0,2.0,,,8.0,0.0,0,0.0,25.0,0.0,2,1999.0,12.0,1.0,0,18,1,0,0,0,0,41,6,5554
2817,1,120000.0,14.25,0.0,3.0,76.0,,9.0,0.0,4100,75.9,19.0,0.0,2,1999.0,7.0,1.0,0,4,1,4,2,0,0,671,4,98
2818,10,43200.0,23.67,0.0,1.0,,,4.0,0.0,16319,75.2,7.0,0.0,3,1999.0,12.0,1.0,0,4,2,4,0,0,0,229,27,5016
2819,1,15000.0,11.52,0.0,0.0,0.0,0.0,8.0,0.0,3570,72.4,9.0,,1,2004.0,10.0,1.0,0,4,1,4,0,0,0,10,19,925
2820,7,78000.0,18.6,0.0,6.0,,,8.0,0.0,13482,65.5,21.0,0.0,2,1976.0,2.0,1.0,0,2,0,0,2,0,0,349,34,3293
2821,0,80000.0,16.63,0.0,1.0,,,17.0,0.0,35348,51.8,39.0,0.0,3,1981.0,2.0,1.0,0,18,2,0,0,0,0,190,9,4639
2822,1,50004.0,24.07,1.0,3.0,16.0,,4.0,0.0,4305,56.6,16.0,0.0,2,2000.0,11.0,1.0,1,13,4,4,1,0,0,126,37,2769
2823,3,20000.0,18.48,0.0,0.0,,,3.0,0.0,12955,86.9,6.0,0.0,3,2005.0,9.0,1.0,0,21,4,4,0,0,0,671,4,5936
2824,10,95000.0,10.99,1.0,0.0,4.0,,18.0,0.0,24209,23.9,31.0,0.0,3,1988.0,5.0,1.0,0,4,4,0,1,0,0,62,30,1016
2825,0,36000.0,12.6,0.0,0.0,,,12.0,0.0,5663,37.0,21.0,0.0,3,2004.0,2.0,1.0,0,4,4,4,0,0,0,650,4,4639
2826,2,43000.0,4.6,0.0,0.0,,,4.0,0.0,5019,46.9,4.0,0.0,2,2004.0,9.0,1.0,0,0,2,3,1,0,0,523,2,493
2827,5,90000.0,1.65,0.0,1.0,,,6.0,0.0,6623,25.6,16.0,0.0,3,1995.0,2.0,1.0,0,18,4,0,0,0,0,674,4,4264
2828,10,36000.0,29.4,0.0,1.0,,,12.0,0.0,503,5.9,20.0,0.0,2,2004.0,11.0,1.0,0,21,0,0,1,0,0,608,43,5915
2829,4,43932.0,15.38,0.0,2.0,41.0,,5.0,0.0,1709,61.0,10.0,0.0,1,2004.0,5.0,1.0,0,4,3,4,2,0,0,100,33,7315
2830,10,54600.0,14.0,0.0,0.0,,,7.0,0.0,12007,94.5,23.0,0.0,1,2000.0,2.0,1.0,1,2,0,0,2,0,0,521,2,3566
2831,10,25000.0,17.23,0.0,2.0,,,9.0,0.0,8625,28.3,30.0,0.0,3,1998.0,9.0,1.0,0,2,0,3,0,0,0,293,1,4637
2832,3,47000.0,16.09,0.0,6.0,26.0,,20.0,0.0,11005,37.2,43.0,0.0,3,1999.0,5.0,1.0,0,4,2,2,0,0,0,323,17,4879
2833,3,46500.0,19.9,0.0,0.0,,,3.0,0.0,0,49.69,14.0,0.0,1,2002.0,8.0,1.0,0,4,4,4,0,0,0,559,42,1362
2834,7,48000.0,13.1,0.0,0.0,31.0,,11.0,0.0,2374,37.6,17.0,0.0,1,1999.0,12.0,1.0,0,4,1,4,2,0,0,109,33,3682
2835,5,205752.0,23.46,0.0,0.0,,,22.0,0.0,508961,91.7,45.0,0.0,1,1971.0,6.0,1.0,0,18,2,0,1,0,0,159,44,7386
2836,2,250000.0,7.36,0.0,1.0,62.0,,24.0,0.0,7053,22.0,52.0,0.0,1,1997.0,12.0,1.0,0,21,0,0,2,0,0,542,42,3443
2837,8,45000.0,5.44,0.0,0.0,,,9.0,0.0,8611,87.6,14.0,0.0,3,1992.0,6.0,1.0,0,2,2,4,0,0,0,584,5,4639
2838,1,130000.0,2.23,0.0,0.0,,,7.0,0.0,0,0.0,22.0,0.0,3,1999.0,11.0,1.0,0,4,3,4,2,0,0,14,19,2456
2839,8,40000.0,21.66,0.0,0.0,33.0,,16.0,0.0,11998,48.2,23.0,0.0,3,1998.0,2.0,1.0,0,4,0,0,0,0,0,276,9,1710
2840,1,55900.0,11.51,0.0,2.0,0.0,0.0,9.0,0.0,20380,48.1,26.0,0.0,1,1990.0,10.0,1.0,0,4,3,0,0,0,0,247,10,1430
2841,10,158000.0,16.42,0.0,0.0,,,17.0,0.0,77324,75.9,33.0,0.0,1,1988.0,11.0,1.0,0,4,3,0,1,0,0,115,37,7347
2842,1,50000.0,16.44,0.0,1.0,,,11.0,0.0,14335,29.3,25.0,0.0,3,2000.0,1.0,1.0,0,4,0,4,0,0,0,658,4,5924
2843,8,36000.0,24.03,0.0,0.0,,,7.0,0.0,15649,83.7,23.0,0.0,3,1996.0,12.0,1.0,0,8,0,0,1,0,0,396,47,2254
2844,10,140000.0,15.99,0.0,1.0,,,7.0,0.0,62782,90.9,20.0,0.0,3,1984.0,5.0,1.0,0,8,0,0,1,0,0,251,10,2626
2845,4,95004.0,10.34,0.0,2.0,,,12.0,0.0,10096,36.0,17.0,0.0,2,1976.0,4.0,1.0,0,4,0,0,2,0,0,660,4,7643
2846,3,57750.0,13.32,0.0,3.0,,,13.0,0.0,7433,38.1,35.0,0.0,3,2003.0,10.0,1.0,0,4,4,4,0,0,0,229,27,7149
2847,1,124000.0,7.7,0.0,2.0,,,9.0,0.0,23897,65.5,27.0,0.0,3,2001.0,7.0,1.0,0,10,1,4,2,0,0,660,4,7360
2848,10,43000.0,16.94,0.0,2.0,47.0,,13.0,0.0,3588,11.5,24.0,0.0,2,1998.0,4.0,1.0,1,21,1,0,2,0,0,437,14,7476
2849,7,150000.0,25.47,0.0,7.0,,,20.0,0.0,152189,66.3,51.0,0.0,2,1989.0,8.0,1.0,0,4,0,0,0,0,0,373,22,634
2850,3,35000.0,0.0,0.0,1.0,36.0,,2.0,0.0,0,0.0,15.0,0.0,1,1998.0,6.0,1.0,0,25,0,4,1,0,0,61,30,1631
2851,2,40000.0,15.6,0.0,4.0,,,8.0,0.0,8690,84.4,17.0,0.0,2,2003.0,10.0,1.0,0,4,3,0,0,0,0,246,10,2649
2852,3,110000.0,4.48,0.0,0.0,,,4.0,0.0,21438,62.0,9.0,0.0,3,1994.0,8.0,1.0,0,2,0,4,2,0,0,64,33,5464
2853,5,58000.0,21.41,0.0,1.0,26.0,,15.0,0.0,4332,57.0,47.0,0.0,3,1997.0,4.0,1.0,1,0,1,4,1,0,0,77,33,897
2854,1,37000.0,21.15,0.0,0.0,,,11.0,0.0,4264,54.7,18.0,0.0,1,2000.0,10.0,1.0,0,4,2,4,0,0,0,104,33,3426
2855,10,128000.0,5.75,0.0,1.0,,,7.0,0.0,83171,28.2,16.0,0.0,3,2003.0,3.0,1.0,0,18,4,0,0,0,0,665,4,5428
2856,8,60000.0,21.6,2.0,0.0,5.0,,8.0,0.0,6729,54.3,30.0,0.0,2,1996.0,8.0,1.0,0,18,0,0,2,0,0,715,46,2811
2857,10,55000.0,23.08,0.0,0.0,,,7.0,0.0,24373,93.0,11.0,0.0,1,1991.0,9.0,1.0,0,4,1,4,1,0,0,635,4,7455
2858,3,80000.0,15.6,0.0,0.0,,,4.0,0.0,11184,93.2,8.0,0.0,1,2006.0,7.0,1.0,0,25,3,4,0,0,0,159,44,557
2859,10,129996.0,14.66,0.0,0.0,,,8.0,0.0,35377,26.5,21.0,0.0,2,1991.0,12.0,1.0,0,2,3,4,1,0,0,653,4,6161
2860,5,71000.0,11.97,0.0,2.0,,,4.0,0.0,6681,77.7,11.0,0.0,1,1998.0,12.0,1.0,0,4,4,4,2,0,0,174,44,68
2861,10,35000.0,4.39,0.0,0.0,,,3.0,0.0,2731,60.7,4.0,0.0,2,2002.0,10.0,1.0,1,23,4,4,0,0,0,9,19,2431
2862,4,42100.0,21.04,0.0,3.0,71.0,,9.0,0.0,13073,55.9,16.0,0.0,3,2000.0,3.0,1.0,1,4,1,4,0,0,0,590,5,6664
2863,10,50100.0,12.86,0.0,1.0,57.0,,4.0,0.0,3339,16.9,11.0,0.0,2,1974.0,6.0,1.0,0,18,2,4,0,0,0,106,33,1131
2864,8,86004.0,23.29,0.0,1.0,,,11.0,0.0,17594,80.0,63.0,0.0,1,1996.0,10.0,1.0,0,18,4,3,0,0,0,229,27,6002
2865,5,72000.0,19.33,0.0,0.0,,,15.0,0.0,18519,21.2,34.0,0.0,3,1998.0,12.0,1.0,0,4,1,0,0,0,0,306,1,2230
2866,6,63600.0,29.36,0.0,4.0,,,10.0,0.0,13049,27.3,37.0,0.0,3,1999.0,10.0,1.0,0,4,2,4,1,0,0,81,33,5323
2867,10,40000.0,20.76,0.0,1.0,,,5.0,0.0,1503,28.4,18.0,0.0,1,1995.0,4.0,1.0,1,23,2,4,0,0,0,660,4,5356
2868,4,20800.0,18.87,1.0,1.0,17.0,,4.0,0.0,8106,48.5,5.0,0.0,3,1992.0,10.0,1.0,0,0,3,4,2,0,0,185,44,3843
2869,9,100000.0,23.02,0.0,0.0,81.0,,17.0,0.0,62745,69.6,50.0,0.0,1,1983.0,10.0,1.0,0,12,0,0,1,0,0,402,47,2353
2870,5,60000.0,6.5,0.0,0.0,,,7.0,0.0,6939,60.3,11.0,0.0,1,2004.0,12.0,1.0,0,4,2,4,0,0,0,629,32,6940
2871,1,48000.0,2.75,0.0,3.0,39.0,,11.0,0.0,615,3.4,20.0,0.0,3,2005.0,9.0,1.0,1,15,4,4,0,0,0,230,27,1152
2872,3,24996.0,9.55,0.0,0.0,,,7.0,0.0,7891,56.0,7.0,0.0,3,2007.0,3.0,1.0,0,4,0,3,0,0,0,62,30,7063
2873,0,27919.2,23.77,0.0,0.0,72.0,,9.0,0.0,5739,72.8,16.0,0.0,2,1987.0,10.0,1.0,0,18,3,4,0,0,0,641,4,4639
2874,3,36500.0,24.1,0.0,1.0,,,7.0,0.0,19174,65.0,18.0,0.0,1,2000.0,10.0,1.0,0,4,0,4,0,0,0,163,20,537
2875,7,59000.0,16.7,0.0,3.0,,,5.0,0.0,667,3.6,24.0,0.0,1,1996.0,11.0,1.0,0,4,3,0,1,0,0,473,24,6506
2876,1,61000.0,0.2,0.0,0.0,,,4.0,0.0,0,0.0,9.0,0.0,3,1996.0,11.0,1.0,0,8,2,0,1,0,0,675,4,7138
2877,0,18000.0,9.67,0.0,1.0,,86.0,7.0,1.0,5515,66.4,10.0,0.0,3,1989.0,3.0,1.0,0,18,2,4,0,0,0,109,33,4639
2878,10,159960.0,2.4,0.0,0.0,28.0,,6.0,0.0,2192,14.6,17.0,0.0,2,1980.0,6.0,1.0,0,4,4,0,2,0,0,560,42,4174
2879,1,76900.0,27.43,0.0,0.0,42.0,,13.0,0.0,7125,33.9,33.0,0.0,1,1994.0,2.0,1.0,0,2,4,4,1,0,0,109,33,5787
2880,2,120000.0,14.09,1.0,0.0,2.0,0.0,16.0,0.0,1100,6.0,20.0,,3,2004.0,6.0,1.0,0,2,3,0,0,0,0,246,10,5909
2881,2,78420.0,4.13,0.0,2.0,37.0,,12.0,0.0,0,0.0,30.0,0.0,1,1995.0,7.0,1.0,0,8,4,0,1,0,0,542,42,5097
2882,6,65000.0,1.68,3.0,2.0,17.0,,8.0,0.0,2871,7.9,10.0,0.0,2,2004.0,12.0,1.0,0,4,1,4,1,0,0,76,33,5874
2883,10,60000.0,11.24,0.0,2.0,62.0,,11.0,0.0,3649,33.8,28.0,0.0,3,1993.0,3.0,1.0,0,2,2,0,0,0,0,236,39,5992
2884,3,83000.0,12.68,0.0,0.0,25.0,,8.0,0.0,23722,51.8,33.0,0.0,2,1990.0,6.0,1.0,1,4,2,0,1,0,0,10,19,6035
2885,2,57000.0,12.27,0.0,0.0,,,8.0,0.0,17205,95.6,36.0,0.0,2,1997.0,11.0,1.0,1,4,4,0,1,0,0,256,10,7312
2886,1,24960.0,13.75,0.0,2.0,,,5.0,0.0,2959,55.8,5.0,0.0,1,2007.0,5.0,1.0,0,4,3,3,0,0,0,487,16,6995
2887,0,44400.0,24.68,0.0,7.0,,,25.0,0.0,17576,29.5,57.0,0.0,3,1989.0,1.0,1.0,0,2,1,0,1,0,0,461,14,4639
2888,2,72000.0,13.47,0.0,0.0,,,12.0,0.0,22435,67.4,28.0,0.0,3,2002.0,12.0,1.0,0,2,0,4,0,0,0,162,20,4624
2889,5,50000.0,17.04,0.0,2.0,,,8.0,0.0,4376,93.1,15.0,0.0,2,1999.0,5.0,1.0,0,18,2,4,0,0,0,658,4,3176
2890,4,60000.0,0.0,0.0,0.0,,,12.0,0.0,0,0.0,34.0,0.0,3,1998.0,10.0,1.0,0,12,3,0,1,0,0,178,44,4516
2891,10,165000.0,17.51,0.0,1.0,,,20.0,0.0,79441,45.6,49.0,0.0,2,1984.0,8.0,1.0,0,4,4,0,1,0,0,173,44,7341
2892,2,140000.0,11.49,0.0,0.0,28.0,,16.0,0.0,11013,54.8,33.0,0.0,1,1998.0,1.0,1.0,0,2,4,0,2,0,0,69,33,3923
2893,0,19200.0,3.19,2.0,0.0,8.0,,3.0,0.0,783,71.2,8.0,0.0,3,1975.0,5.0,1.0,0,12,3,0,1,0,0,287,9,4639
2894,6,70000.0,22.51,0.0,1.0,,,12.0,0.0,14966,66.8,24.0,0.0,1,2005.0,11.0,1.0,0,2,3,0,1,0,0,560,42,1851
2895,5,92000.0,22.34,0.0,0.0,38.0,98.0,10.0,1.0,21313,79.5,17.0,0.0,3,1995.0,8.0,1.0,0,4,4,4,1,0,0,642,4,5740
2896,2,45000.0,4.83,0.0,0.0,,,6.0,0.0,3378,79.3,7.0,0.0,2,2005.0,11.0,1.0,0,2,4,4,2,0,0,81,33,3269
2897,1,66500.0,14.29,0.0,1.0,,,12.0,0.0,12657,8.6,52.0,0.0,3,1995.0,10.0,1.0,0,4,1,0,0,0,0,20,29,3731
2898,5,96000.0,21.95,0.0,1.0,,,5.0,0.0,61430,99.1,17.0,0.0,3,1998.0,5.0,1.0,0,4,1,0,1,0,0,169,20,7592
2899,10,98000.0,12.58,0.0,1.0,,,20.0,0.0,33691,56.8,28.0,0.0,1,1993.0,1.0,1.0,0,4,1,4,1,0,0,72,33,4761
2900,3,103992.0,24.0,0.0,0.0,42.0,,12.0,0.0,41036,62.1,43.0,0.0,1,1991.0,12.0,1.0,0,4,3,0,1,0,0,152,37,6724
2901,10,144000.0,1.67,0.0,2.0,62.0,0.0,7.0,0.0,9416,95.1,13.0,0.0,3,1993.0,6.0,1.0,0,4,0,0,0,0,0,151,37,936
2902,9,35004.0,19.4,0.0,0.0,,,10.0,0.0,16206,93.8,13.0,0.0,3,2004.0,3.0,1.0,1,4,1,4,1,0,0,436,14,4126
2903,1,31200.0,3.08,0.0,1.0,,,6.0,0.0,1147,8.8,19.0,0.0,1,1992.0,12.0,1.0,0,8,2,0,1,0,0,607,43,1128
2904,10,55000.0,8.92,0.0,0.0,,,18.0,0.0,10679,17.1,28.0,0.0,3,1992.0,8.0,1.0,1,4,2,4,2,0,0,272,9,2016
2905,7,50000.0,13.63,0.0,0.0,42.0,,11.0,0.0,18367,66.1,16.0,0.0,2,2004.0,10.0,1.0,0,2,0,3,1,0,0,176,44,5575
2906,1,54000.0,11.36,0.0,5.0,49.0,,12.0,0.0,11216,20.1,24.0,0.0,3,1988.0,2.0,1.0,0,4,1,0,0,0,0,539,35,915
2907,4,89000.0,5.18,0.0,0.0,69.0,,4.0,0.0,3598,69.2,9.0,0.0,1,2004.0,3.0,1.0,0,2,2,4,0,0,0,636,4,4639
2908,1,18000.0,3.07,0.0,1.0,,,6.0,0.0,1220,61.0,6.0,0.0,3,2000.0,7.0,1.0,1,16,2,4,0,0,0,125,37,3888
2909,5,63000.0,15.66,0.0,0.0,,,19.0,0.0,31097,38.1,45.0,0.0,1,1993.0,5.0,1.0,0,4,2,4,0,0,0,571,42,450
2910,2,47760.0,9.12,0.0,0.0,,,7.0,0.0,1582,6.5,22.0,0.0,2,1992.0,8.0,1.0,0,8,2,0,0,0,0,220,27,2820
2911,5,80000.0,11.63,0.0,0.0,,,7.0,0.0,39,0.4,17.0,0.0,2,1994.0,7.0,1.0,0,8,0,0,2,0,0,187,44,5407
2912,10,50000.0,16.8,0.0,1.0,,,11.0,0.0,38871,69.3,21.0,0.0,1,1999.0,2.0,1.0,1,4,0,4,2,0,0,696,36,5288
2913,1,60000.0,21.37,0.0,1.0,46.0,,14.0,0.0,4310,27.8,17.0,0.0,3,1976.0,8.0,1.0,0,2,4,4,0,0,0,60,30,7813
2914,4,78000.0,14.75,0.0,1.0,,,8.0,0.0,12381,99.0,27.0,0.0,2,1998.0,11.0,1.0,0,16,2,4,2,0,0,674,4,7896
2915,10,74265.0,10.65,0.0,1.0,,,10.0,0.0,30013,10.1,30.0,0.0,2,1994.0,3.0,1.0,0,12,4,0,1,0,0,108,33,365
2916,6,55000.0,16.52,0.0,3.0,53.0,,16.0,0.0,3304,34.1,23.0,0.0,1,2001.0,5.0,1.0,0,4,3,3,2,0,0,76,33,4950
2917,10,74000.0,12.66,0.0,2.0,,,9.0,0.0,12484,85.5,29.0,0.0,2,1994.0,11.0,1.0,0,4,1,0,1,0,0,233,27,7091
2918,6,95004.0,3.57,0.0,0.0,,,7.0,0.0,14927,39.4,13.0,0.0,1,2003.0,6.0,1.0,0,16,1,0,0,0,0,686,4,1233
2919,5,101000.0,14.07,0.0,0.0,,,6.0,0.0,49542,50.6,22.0,0.0,1,1991.0,11.0,1.0,0,2,3,0,1,0,0,185,44,3345
2920,1,121000.0,1.99,0.0,3.0,,,10.0,0.0,10994,40.1,15.0,0.0,1,2005.0,10.0,1.0,0,18,3,4,1,0,0,671,4,3055
2921,5,109200.0,16.45,0.0,0.0,,,16.0,0.0,12324,24.3,30.0,0.0,3,2002.0,11.0,1.0,0,8,4,0,1,0,0,278,9,7564
2922,10,66996.0,24.29,0.0,1.0,60.0,,21.0,0.0,23231,27.3,43.0,0.0,3,1988.0,11.0,1.0,0,18,1,0,1,0,0,419,23,7358
2923,10,315000.0,10.05,0.0,1.0,,,19.0,0.0,127192,67.0,34.0,0.0,3,1984.0,4.0,1.0,0,4,2,0,2,0,0,69,33,1364
2924,1,38000.0,21.76,0.0,0.0,,,6.0,0.0,28677,91.6,17.0,0.0,3,1998.0,10.0,1.0,0,2,3,3,0,0,0,413,23,4594
2925,1,54300.0,4.24,0.0,0.0,,,3.0,0.0,3818,61.6,3.0,0.0,3,2004.0,2.0,1.0,1,5,0,4,0,0,0,413,23,4639
2926,4,62000.0,9.7,0.0,0.0,,,5.0,0.0,12366,77.3,13.0,0.0,2,1993.0,5.0,1.0,0,2,4,4,0,0,0,674,4,2487
2927,1,93000.0,13.47,0.0,0.0,,,7.0,0.0,12384,70.0,33.0,0.0,1,2000.0,1.0,1.0,0,4,1,4,0,0,0,682,4,1548
2928,8,120000.0,15.24,0.0,0.0,,,7.0,0.0,10322,54.0,25.0,0.0,1,1995.0,3.0,1.0,0,8,4,0,0,0,0,674,4,719
2929,1,40800.0,24.68,0.0,0.0,,,8.0,0.0,16349,70.2,15.0,0.0,2,2001.0,3.0,1.0,0,21,0,0,0,0,0,376,22,1285
2930,1,79000.0,4.57,0.0,0.0,,,3.0,0.0,258,0.7,6.0,0.0,2,1995.0,9.0,1.0,1,8,0,0,0,0,0,640,4,7728
2931,2,42000.0,16.86,0.0,0.0,,,7.0,0.0,8558,42.2,11.0,0.0,1,1999.0,3.0,1.0,0,4,4,4,1,0,0,271,9,7269
2932,1,35000.0,7.51,0.0,0.0,52.0,114.0,11.0,1.0,5836,68.7,12.0,0.0,2,2000.0,3.0,1.0,0,4,3,4,0,0,0,179,44,2219
2933,1,45000.0,9.07,0.0,0.0,,94.0,10.0,1.0,9287,97.8,21.0,0.0,3,1995.0,1.0,1.0,0,4,2,4,2,0,0,630,32,1682
2934,10,24500.0,26.55,0.0,0.0,,,10.0,0.0,4774,26.7,13.0,0.0,3,2002.0,4.0,1.0,0,4,1,4,0,0,0,104,33,1994
2935,10,44000.0,12.9,0.0,1.0,34.0,,7.0,0.0,11415,71.3,20.0,0.0,3,1994.0,8.0,1.0,0,2,3,4,0,0,0,18,38,4249
2936,1,36000.0,16.0,0.0,1.0,,,13.0,0.0,11185,24.9,17.0,0.0,2,1995.0,6.0,1.0,0,18,1,4,1,0,0,638,4,2677
2937,10,103000.0,14.25,0.0,0.0,,,4.0,0.0,49493,83.8,17.0,0.0,3,1985.0,10.0,1.0,0,0,0,0,1,0,0,497,16,905
2938,8,50004.0,2.62,0.0,1.0,39.0,,3.0,0.0,1952,78.1,11.0,0.0,3,2005.0,12.0,1.0,0,4,1,0,2,0,0,699,36,1797
2939,0,76800.0,0.42,0.0,1.0,,,2.0,0.0,1327,66.3,4.0,0.0,3,2004.0,11.0,1.0,0,2,0,3,0,0,0,160,20,7370
2940,9,80000.0,2.55,1.0,0.0,8.0,,3.0,0.0,580,58.0,14.0,0.0,3,2002.0,7.0,1.0,0,18,0,4,2,0,0,547,42,2629
2941,10,32968.0,12.3,0.0,1.0,,,8.0,0.0,13805,63.3,13.0,0.0,1,1997.0,3.0,1.0,0,4,3,3,2,0,0,57,30,1848
2942,5,75828.0,13.97,0.0,0.0,46.0,,4.0,0.0,9375,93.7,24.0,0.0,1,1998.0,11.0,1.0,0,21,4,0,0,0,0,703,46,7221
2943,1,50000.0,21.41,0.0,0.0,,,5.0,0.0,0,0.0,17.0,0.0,3,2004.0,1.0,1.0,0,25,0,4,1,0,0,81,33,4166
2944,3,137000.0,13.53,1.0,1.0,15.0,,9.0,0.0,10930,79.8,28.0,0.0,1,1989.0,7.0,1.0,0,18,3,0,1,0,0,20,29,1400
